"Table 24.  PAD District 5--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-December 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,573",-,"1,056",0,12,0,"2,642",0,0
Natural Gas Liquids and LRGs,,,77,69,2,0,-,0,63,19,66
,Pentanes Plus,,37,-,0,0,-,0,25,1,11
,Liquefied Petroleum Gases,,40,69,2,0,-,0,38,18,55
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,0
,,Propane/Propylene,13,56,2,0,-,0,0,15,56
,,Normal Butane/Butylene,10,22,1,0,-,0,24,3,5
,,Isobutane/Isobutylene,17,-10,0,0,-,-1,13,0,-6
Other Liquids,,,-,-,101,36,83,6,200,4,11
,Other Hydrocarbons/Oxygenates,,-,-,6,0,99,1,100,4,0
,Unfinished Oils,,-,-,59,2,-,3,47,0,11
,Motor Gasoline Blend. Comp. (MGBC),,-,-,37,34,-16,2,52,0,0
,,Reformulated,-,-,7,29,-4,0,33,0,0
,,Conventional,-,-,30,5,-12,2,19,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,016",140,108,21,-3,-,220,"3,068"
,Finished Motor Gasoline,,-,"1,489",23,93,21,-1,-,9,"1,618"
,,Reformulated,-,"1,085",0,26,4,1,-,3,"1,112"
,,Conventional,-,404,23,67,17,-2,-,6,507
,Finished Aviation Gasoline,,-,2,0,1,-,0,-,0,3
,Kerosene-Type Jet Fuel,,-,435,54,5,-,0,-,21,473
,Kerosene,,-,0,0,0,-,0,-,0,0
,Distillate Fuel Oil,,-,546,16,10,-,1,-,20,550
,,15 ppm sulfur and under,-,12,2,0,-,1,-,0,13
,,Greater than 15 ppm to 500 ppm sulfur,-,438,9,10,-,0,-,8,450
,,Greater than 500 ppm sulfur,-,96,5,0,-,1,-,13,87
,Residual Fuel Oile,,-,156,43,0,-,-5,-,52,151
,,Less than 0.31 percent sulfur,-,7,7,0,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,45,3,0,-,-2,-,-,-
,,Greater than 1.00 percent sulfur,-,104,32,0,-,-2,-,-,-
,Petrochemical Feedstocks,,-,10,0,0,-,0,-,-,10
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,10,0,0,-,0,-,-,10
,Special Naphthas,,-,1,1,0,-,0,-,12,-11
,Lubricants,,-,19,1,-1,-,-1,-,3,16
,Waxes,,-,0,1,0,-,0,-,0,0
,Petroleum Coke,,-,167,1,-,-,3,-,98,66
,,Marketable,-,128,1,-,-,3,-,98,26
,,Catalyst,-,39,-,-,-,-,-,-,39
,Asphalt and Road Oil,,-,45,1,0,-,-1,-,2,45
,Still Gas,,-,138,-,-,-,-,-,-,138
,Miscellaneous Products,,-,7,0,0,-,0,-,0,7
Total,,,"1,650","3,085","1,299",144,116,3,"2,904",243,"3,144"
