"Table 36.  Year-to-Date Imports of Crude Oil and Petroleum Products by PAD District, January-December 2005",,,,,,,,,,
,,         ,       (Thousand Barrels),,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
"Crude Oila,b",,,,"584,149","542,317","2,055,028","103,567","385,342","3,670,403","10,056"
Natural Gas Liquids and LRG's,,,,"22,036","37,175","69,921","3,277",857,"133,266",365
,Pentanes Plus,,,0,483,"16,314",221,0,"17,018",47
,Liquefied Petroleum Gases,,,"22,036","36,692","53,607","3,056",857,"116,248",318
,,Ethane,,0,0,16,0,0,16,0
,,Ethylene,,0,121,0,0,0,121,0
,,Propane,,"16,414","30,020","28,166","2,464",627,"77,691",213
,,Propylene,,"2,700","2,164",22,0,0,"4,886",13
,,Normal Butane,,"2,104","2,443","14,361",560,59,"19,527",53
,,Butylene,,135,225,"3,204",32,160,"3,756",10
,,Isobutane,,683,"1,719","7,838",0,11,"10,251",28
,,Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,"187,612",726,"175,368",2,"37,246","400,954","1,099"
,Other Hydrocarbons/Oxygenates,,,"11,332",0,"2,209",2,"2,244","15,787",43
,,Other Hydrocarbons/Hydrogen,,"1,145",0,384,0,504,"2,033",6
,,Oxygenates,,"10,187",0,"1,825",2,"1,740","13,754",38
,, ,Fuel Ethanol,"1,060",0,0,2,"1,565","2,627",7
,,,MTBE,"8,900",0,"1,825",0,50,"10,775",30
,,,Other Oxygenatesc,227,0,0,0,125,352,1
,Unfinished Oilsa,,,"40,308",627,"142,243",0,"21,621","204,799",561
,,Naphthas and Lighter,,"1,624",327,"25,867",0,"1,341","29,159",80
,,Kerosene and Light Gas Oils,,381,0,409,0,223,"1,013",3
,,Heavy Gas Oils,,"37,047",300,"64,774",0,"20,057","122,178",335
,,Residuum,,"1,256",0,"51,193",0,0,"52,449",144
,Motor Gasoline Blending Components (MGBC),,,"135,972",99,"30,916",0,"13,381","180,368",494
,,Reformulated,,"27,562",0,720,0,"2,539","30,821",84
,,,GTAB,"12,015",0,362,0,927,"13,304",36
,,,RBOB for Blending with Ether,"2,439",0,358,0,0,"2,797",8
,,,RBOB for Blending with Alcohol,"13,108",0,0,0,"1,612","14,720",40
,,Conventional,,"108,410",99,"30,196",0,"10,842","149,547",410
,,,CBOB for Blending with Alcohol,0,0,758,0,"3,503","4,261",12
,,,GTAB,"43,340",0,"2,635",0,218,"46,193",127
,,,Other,"65,070",99,"26,803",0,"7,121","99,093",271
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"504,434","7,330","167,165","2,833","50,974","732,736","2,007"
,Finished Motor Gasoline,,,"197,083",877,"13,956",60,"8,422","220,398",604
,,Reformulated,,"86,003",0,"1,739",0,0,"87,742",240
,,,Reformulated Blended with Ether,"84,583",0,"1,739",0,0,"86,322",236
,,,Reformulated Blended with Alcohol,"1,420",0,0,0,0,"1,420",4
,,,Reformulated (Non-Oxygenated),0,0,0,0,0,0,0
,,Conventional,,"111,080",877,"12,217",60,"8,422","132,656",363
,,,Conventional Blended with Alcohol,0,184,0,0,309,493,1
,,,Conventional Other,"111,080",693,"12,217",60,"8,113","132,163",362
,Finished Aviation Gasoline,,,659,29,0,20,5,713,2
,Kerosene-Type Jet Fuel,,,"27,093",103,"6,088",162,"19,573","53,019",145
,,Bonded Aircraft Fuel,,35,0,0,0,"12,940","12,975",36
,,Other,,"27,058",103,"6,088",162,"6,633","40,044",110
,Kerosene,,,"2,539",0,0,0,0,"2,539",7
,Distillate Fuel Oil,,,"105,844","1,426","3,879","2,294","5,941","119,384",327
,,15 ppm sulfur and under,,589,0,0,0,853,"1,442",4
,,,Bonded,0,0,0,0,271,271,1
,,,Other,589,0,0,0,582,"1,171",3
,,Greater than 15 ppm to 500 ppm sulfur,,"45,357","1,057","3,233","2,141","3,236","55,024",151
,,,Bonded,"2,170",0,0,12,91,"2,273",6
,,,Other,"43,187","1,057","3,233","2,129","3,145","52,751",145
,,Greater than 500 ppm to 2000 ppm sulfur,,"37,933",10,516,143,"1,796","40,398",111
,,,Bonded,727,0,0,0,297,"1,024",3
,,,Other,"37,206",10,516,143,"1,499","39,374",108
,,Greater than 2000 ppm sulfur,,"21,965",359,130,10,56,"22,520",62
,,,Bonded,240,0,0,0,0,240,1
,,,Other,"21,725",359,130,10,56,"22,280",61
,Residual Fuel Oil,,,"146,887","1,870","27,724",0,"15,530","192,011",526
,,Less than 0.31 percent sulfur,,"28,365",7,"2,870",0,"2,582","33,824",93
,,0.31 to 1.00 percent sulfur,,"49,136","1,029","12,627",0,"1,249","64,041",175
,,Greater than 1.00 percent sulfur,,"69,386",834,"12,227",0,"11,699","94,146",258
,Petrochemical Feedstocks,,,"1,376",402,"107,028",0,81,"108,887",298
,,Naphtha for Petro. Feed. Use,,"1,312",154,"49,297",0,81,"50,844",139
,,Other Oils for Petro. Feed. Use,,64,248,"57,731",0,0,"58,043",159
,Special Naphthas,,,"2,605",395,"1,902",0,196,"5,098",14
,Lubricants,,,787,576,"1,773",0,269,"3,405",9
,Waxes,,,481,572,21,0,245,"1,319",4
,Petroleum Coke (Marketable),,,"6,528",61,"4,468",0,195,"11,252",31
,Asphalt and Road Oil,,,"12,552",882,326,297,512,"14,569",40
,Miscellaneous Products,,,0,137,0,0,5,142,0
Total,,,,"1,298,231","587,548","2,467,482","109,679","474,419","4,937,359","13,527"
