"Table 14.  PAD District 3--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-December 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"1,008,273",-,"2,207,964","-655,692","59,537","35,245","2,584,837",1,0,"856,448"
,Commercial,,"1,008,273",-,"2,193,947",-,"59,537","26,301","2,584,837",1,-,"171,904"
,Strategic Petroleum Reserve (SPR),,-,-,"14,017",-,-,"8,944",-,-,-,"684,544"
,,Imports by SPR,-,-,0,-,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,"14,017",-,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"407,410","130,519","69,921","2,415",-,"9,326","86,026","8,006","506,907","76,993"
,Pentanes Plus,,"59,251",-,"16,314","-2,764",-,775,"38,321",1,"33,704","5,563"
,Liquefied Petroleum Gases,,"348,159","130,519","53,607","5,179",-,"8,551","47,705","8,005","473,203","71,430"
,,Ethane/Ethylene,"163,577","7,158",16,"48,163",-,"4,527",0,0,"214,387","21,726"
,,Propane/Propylene,"116,049","117,068","28,188","-42,047",-,"4,015",0,"7,332","207,911","33,031"
,,Normal Butane/Butylene,"24,365","8,440","17,565","1,091",-,-562,"20,339",673,"31,011","12,701"
,,Isobutane/Isobutylene,"44,168","-2,147","7,838","-2,028",-,571,"27,366",0,"19,894","3,972"
Other Liquids,,,-,-,"176,501","-75,436","53,295","1,082","137,992","18,577","-3,291","66,272"
,Other Hydrocarbons/Oxygenates,,-,-,"2,209",0,"44,807","-1,341","37,005","11,352",0,"2,375"
,Unfinished Oils,,-,-,"143,376","-10,376",-,316,"135,967",0,"-3,283","43,184"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"30,916","-65,060","8,488","2,108","-34,989","7,225",0,"20,709"
,,Reformulated,-,-,720,"-46,005","7,024",633,"-38,894",0,0,"2,242"
,,Conventional,-,-,"30,196","-19,055","1,464","1,475","3,905","7,225",0,"18,467"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-1,9,0,-8,4
Finished Petroleum Products,,,-,"2,863,279","167,165","-1,417,416","-7,543",275,-,"256,537","1,348,673","125,845"
,Finished Motor Gasoline,,-,"1,282,153","13,956","-767,931","-7,543",-970,-,"43,573","478,032","43,818"
,,Reformulated,-,"229,742","1,739","-103,697","-6,866","-2,209",-,"3,126","120,000","7,066"
,,Conventional,-,"1,052,411","12,217","-664,234",-677,"1,239",-,"40,447","358,031","36,752"
,Finished Aviation Gasoline,,-,"3,910",0,"-1,949",-,-97,-,0,"2,058",410
,Kerosene-Type Jet Fuel,,-,"276,357","6,088","-231,675",-,345,-,"8,672","41,753","13,669"
,Kerosene,,-,"15,032",0,-138,-,43,-,717,"14,134",626
,Distillate Fuel Oil,,-,"668,084","3,879","-374,130",-,"1,876",-,"38,811","257,146","31,731"
,,15 ppm sulfur and under,-,"4,417",0,"-1,756",-,-21,-,0,"2,682",103
,,Greater than 15 ppm to 500 ppm sulfur,-,"481,455","3,233","-264,805",-,961,-,"10,299","208,623","21,727"
,,Greater than 500 ppm sulfur,-,"182,212",646,"-107,569",-,936,-,"28,513","45,840","9,901"
,Residual Fuel Oile,,-,"106,073","27,724","-15,492",-,-552,-,"64,141","54,716","15,605"
,,Less than 0.31 percent sulfur,-,"7,211","2,870","-3,868",-,33,-,-,-,995
,,0.31 to 1.00 percent sulfur,-,"11,546","12,627","-2,242",-,-257,-,-,-,"4,494"
,,Greater than 1.00 percent sulfur,-,"87,316","12,227","-9,382",-,-327,-,-,-,"10,116"
,Petrochemical Feedstocks,,-,"117,585","107,028","-1,548",-,256,-,-,"222,809","2,350"
,,Naphtha for Petro. Feed. Use,-,"61,246","49,297",-680,-,116,-,-,"109,747","1,157"
,,Other Oils for Petro. Feed. Use,-,"56,339","57,731",-868,-,140,-,-,"113,062","1,193"
,Special Naphthas,,-,"10,535","1,902","-1,064",-,-345,-,"3,183","8,535","1,125"
,Lubricants,,-,"42,600","1,773","-12,448",-,-405,-,"10,450","21,880","5,578"
,Waxes,,-,"3,462",21,0,-,-78,-,647,"2,914",281
,Petroleum Coke,,-,"162,838","4,468",-,-,746,-,"84,168","82,392","5,617"
,,Marketable,-,"122,475","4,468",-,-,746,-,"84,168","42,029","5,617"
,,Catalyst,-,"40,363",-,-,-,-,-,-,"40,363",-
,Asphalt and Road Oil,,-,"44,588",326,"-10,490",-,-627,-,327,"34,724","4,077"
,Still Gas,,-,"117,019",-,-,-,-,-,-,"117,019",-
,Miscellaneous Products,,-,"13,043",0,-551,-,83,-,"1,848","10,561",958
Total,,,"1,415,683","2,993,798","2,621,551","-2,146,129","105,289","45,928","2,808,855","283,120","1,852,289","1,125,558"
