"Table 13.  PAD District 3--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, December 2005",,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"81,948",-,"186,928","-52,824","-1,541","-1,149","215,660",0,0,"856,448"
,Commercial,,"81,948",-,"186,928",-,"-1,541",-63,"215,660",0,-,"171,904"
,Strategic Petroleum Reserve (SPR),,-,-,0,-,-,"-1,086",-,-,-,"684,544"
,,Imports by SPR,-,-,0,-,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,0,-,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"29,908","7,785","4,450","-6,350",-,"-16,313","8,600",811,"42,695","76,993"
,Pentanes Plus,,"4,379",-,"1,570",-660,-,"-1,134","3,541",0,"2,882","5,563"
,Liquefied Petroleum Gases,,"25,529","7,785","2,880","-5,690",-,"-15,179","5,059",811,"39,813","71,430"
,,Ethane/Ethylene,"11,568",539,0,"2,076",-,"-3,146",0,0,"17,329","21,726"
,,Propane/Propylene,"8,757","9,958","1,655","-7,375",-,"-7,322",0,782,"19,535","33,031"
,,Normal Butane/Butylene,"1,711","-2,470",900,-140,-,"-3,924","2,998",29,898,"12,701"
,,Isobutane/Isobutylene,"3,493",-242,325,-251,-,-787,"2,061",0,"2,051","3,972"
Other Liquids,,,-,-,"13,370","-6,218","3,973","-2,805","10,587","1,472","1,871","66,272"
,Other Hydrocarbons/Oxygenates,,-,-,263,0,"3,320",-364,"2,865","1,082",0,"2,375"
,Unfinished Oils,,-,-,"11,649",-773,-,"-3,792","12,797",0,"1,871","43,184"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"1,458","-5,445",652,"1,357","-5,081",389,0,"20,709"
,,Reformulated,-,-,0,"-4,062",580,371,"-3,853",0,0,"2,242"
,,Conventional,-,-,"1,458","-1,383",72,986,"-1,228",389,0,"18,467"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-6,6,0,0,4
Finished Petroleum Products,,,-,"244,516","10,772","-117,665",-558,"2,292",-,"21,159","113,614","125,845"
,Finished Motor Gasoline,,-,"110,781","1,039","-59,847",-558,"2,946",-,"5,280","43,189","43,818"
,,Reformulated,-,"17,919",0,"-6,842",-580,-246,-,530,"10,213","7,066"
,,Conventional,-,"92,862","1,039","-53,005",22,"3,192",-,"4,750","32,976","36,752"
,Finished Aviation Gasoline,,-,204,0,-25,-,-109,-,0,288,410
,Kerosene-Type Jet Fuel,,-,"23,459",826,"-20,688",-,-204,-,204,"3,597","13,669"
,Kerosene,,-,986,0,-66,-,-159,-,0,"1,079",626
,Distillate Fuel Oil,,-,"56,701",0,"-33,418",-,888,-,"1,362","21,033","31,731"
,,15 ppm sulfur and under,-,341,0,-388,-,-11,-,0,-36,103
,,Greater than 15 ppm to 500 ppm sulfur,-,"40,438",0,"-22,985",-,"1,426",-,586,"15,441","21,727"
,,Greater than 500 ppm sulfur,-,"15,922",0,"-10,045",-,-527,-,776,"5,628","9,901"
,Residual Fuel Oile,,-,"8,546","1,484","-1,848",-,-866,-,"4,941","4,107","15,605"
,,Less than 0.31 percent sulfur,-,636,63,-775,-,-207,-,-,-,995
,,0.31 to 1.00 percent sulfur,-,971,491,-562,-,329,-,-,-,"4,494"
,,Greater than 1.00 percent sulfur,-,"6,939",930,-511,-,-987,-,-,-,"10,116"
,Petrochemical Feedstocks,,-,"9,476","6,763",-198,-,26,-,-,"16,015","2,350"
,,Naphtha for Petro. Feed. Use,-,"4,687","3,062",-63,-,6,-,-,"7,680","1,157"
,,Other Oils for Petro. Feed. Use,-,"4,789","3,701",-135,-,20,-,-,"8,335","1,193"
,Special Naphthas,,-,895,239,-76,-,-34,-,25,"1,067","1,125"
,Lubricants,,-,"3,837",88,-930,-,370,-,"1,422","1,203","5,578"
,Waxes,,-,330,1,0,-,17,-,51,263,281
,Petroleum Coke,,-,"14,590",317,-,-,-772,-,"7,849","7,830","5,617"
,,Marketable,-,"11,193",317,-,-,-772,-,"7,849","4,433","5,617"
,,Catalyst,-,"3,397",-,-,-,-,-,-,"3,397",-
,Asphalt and Road Oil,,-,"3,081",15,-569,-,621,-,14,"1,892","4,077"
,Still Gas,,-,"10,362",-,-,-,-,-,-,"10,362",-
,Miscellaneous Products,,-,"1,268",0,0,-,-432,-,11,"1,689",958
Total,,,"111,856","252,301","215,520","-183,057","1,874","-17,975","234,847","23,442","158,180","1,125,558"
