"Table 8.  PAD District 1--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,        January-December 2005,,,,,,,,,
,,        (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,20,-,"1,602",9,12,1,"1,627",14,0
Natural Gas Liquids and LRGs,,,17,41,60,101,-,-4,5,3,216
,Pentanes Plus,,3,-,0,0,-,0,0,0,3
,Liquefied Petroleum Gases,,14,41,60,101,-,-4,5,3,214
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,1
,,Propane/Propylene,9,47,52,99,-,-4,0,1,211
,,Normal Butane/Butylene,3,-2,6,2,-,0,1,2,7
,,Isobutane/Isobutylene,2,-4,2,0,-,0,3,0,-4
Other Liquids,,,-,-,513,18,31,-7,533,6,31
,Other Hydrocarbons/Oxygenates,,-,-,31,0,54,-2,83,3,0
,Unfinished Oils,,-,-,110,0,-,0,83,0,26
,Motor Gasoline Blend. Comp. (MGBC),,-,-,373,17,-23,-6,371,2,0
,,Reformulated,-,-,76,11,23,-2,112,0,0
,,Conventional,-,-,297,6,-45,-4,259,2,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,-5,0,5
Finished Petroleum Products,,,-,"2,208","1,382","2,697",23,5,-,56,"6,250"
,Finished Motor Gasoline,,-,"1,256",540,"1,455",23,-17,-,7,"3,284"
,,Reformulated,-,773,236,257,-23,-7,-,1,"1,248"
,,Conventional,-,482,304,"1,198",46,-10,-,5,"2,035"
,Finished Aviation Gasoline,,-,0,2,3,-,0,-,0,4
,Kerosene-Type Jet Fuel,,-,97,74,475,-,0,-,6,639
,Kerosene,,-,11,7,1,-,1,-,0,18
,Distillate Fuel Oil,,-,493,290,672,-,23,-,3,"1,429"
,,15 ppm sulfur and under,-,0,2,1,-,1,-,0,2
,,Greater than 15 ppm to 500 ppm sulfur,-,279,124,437,-,7,-,1,833
,,Greater than 500 ppm sulfur,-,214,164,234,-,16,-,2,595
,Residual Fuel Oile,,-,106,402,45,-,-7,-,19,542
,,Less than 0.31 percent sulfur,-,48,78,11,-,1,-,-,-
,,0.31 to 1.00 percent sulfur,-,57,135,6,-,-4,-,-,-
,,Greater than 1.00 percent sulfur,-,1,190,29,-,-4,-,-,-
,Petrochemical Feedstocks,,-,13,4,2,-,0,-,-,18
,,Naphtha for Petro. Feed. Use,-,13,4,3,-,0,-,-,19
,,Other Oils for Petro. Feed. Use,-,0,0,-1,-,0,-,-,-1
,Special Naphthas,,-,1,7,0,-,0,-,0,8
,Lubricants,,-,17,2,20,-,0,-,4,35
,Waxes,,-,0,1,0,-,0,-,2,0
,Petroleum Coke,,-,49,18,-,-,0,-,12,56
,,Marketable,-,17,18,-,-,0,-,12,24
,,Catalyst,-,32,-,-,-,-,-,-,32
,Asphalt and Road Oil,,-,98,34,23,-,4,-,3,148
,Still Gas,,-,65,-,-,-,-,-,-,65
,Miscellaneous Products,,-,1,0,1,-,0,-,0,2
Total,,,37,"2,250","3,558","2,825",66,-5,"2,164",79,"6,497"
