"Table 12.  PAD District 2--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-December 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,439,-,"1,007","1,870",29,24,"3,296",26,0
,"Cushing, Oklahoma",,-,-,-,-,-,14,-,-,-
Natural Gas Liquids and LRGs,,,298,103,102,50,-,-4,115,14,428
,Pentanes Plus,,33,0,1,25,-,0,48,4,7
,Liquefied Petroleum Gases,,265,103,101,25,-,-4,68,9,420
,,Ethane/Ethylene,116,0,0,-55,-,-3,0,0,64
,,Propane/Propylene,100,109,88,54,-,-1,0,1,350
,,Normal Butane/Butylene,30,2,7,9,-,-1,31,8,11
,,Isobutane/Isobutylene,19,-7,5,16,-,0,37,0,-4
Other Liquids,,,-,-,0,153,-215,0,-37,4,-29
,Other Hydrocarbons/Oxygenates,,-,-,0,0,113,0,109,4,0
,Unfinished Oils,,-,-,0,26,-,-1,55,0,-29
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,127,-328,1,-201,0,0
,,Reformulated,-,-,0,86,-31,1,54,0,0
,,Conventional,-,-,0,41,-296,0,-255,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,461",20,"1,059",361,-7,-,30,"4,878"
,Finished Motor Gasoline,,-,"1,711",2,545,361,-1,-,0,"2,620"
,,Reformulated,-,360,0,1,35,0,-,0,396
,,Conventional,-,"1,351",2,544,326,-1,-,0,"2,224"
,Finished Aviation Gasoline,,-,4,0,2,-,0,-,0,6
,Kerosene-Type Jet Fuel,,-,219,0,145,-,3,-,1,359
,Kerosene,,-,11,0,0,-,0,-,0,11
,Distillate Fuel Oil,,-,908,4,344,-,-1,-,9,"1,249"
,,15 ppm sulfur and under,-,4,0,4,-,0,-,0,9
,,Greater than 15 ppm to 500 ppm sulfur,-,717,3,279,-,-4,-,2,"1,000"
,,Greater than 500 ppm sulfur,-,187,1,61,-,3,-,6,240
,Residual Fuel Oile,,-,56,5,-3,-,0,-,4,55
,,Less than 0.31 percent sulfur,-,0,0,0,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,3,3,0,-,-1,-,-,-
,,Greater than 1.00 percent sulfur,-,54,2,-3,-,0,-,-,-
,Petrochemical Feedstocks,,-,36,1,2,-,0,-,-,39
,,Naphtha for Petro. Feed. Use,-,27,0,-1,-,0,-,-,26
,,Other Oils for Petro. Feed. Use,-,9,1,3,-,0,-,-,13
,Special Naphthas,,-,6,1,3,-,0,-,0,10
,Lubricants,,-,14,2,15,-,-1,-,4,27
,Waxes,,-,3,2,0,-,0,-,1,4
,Petroleum Coke,,-,151,-,-,-,-1,-,7,146
,,Marketable,-,104,0,-,-,-1,-,7,98
,,Catalyst,-,47,-,-,-,-,-,-,47
,Asphalt and Road Oil,,-,192,2,6,-,-4,-,4,200
,Still Gas,,-,138,0,-,-,-,-,-,138
,Miscellaneous Products,,-,13,0,0,-,-1,-,0,14
Total,,,737,"3,564","1,130","3,132",175,13,"3,375",73,"5,277"
