"Table 11.  PAD District 2--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  December 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,440,-,"1,081","1,800",30,83,"3,255",13,0
,"Cushing, Oklahoma",,-,-,-,-,-,72,-,-,-
Natural Gas Liquids and LRGs,,,240,66,147,149,-,-293,176,8,710
,Pentanes Plus,,29,0,2,33,-,-1,57,5,2
,Liquefied Petroleum Gases,,212,66,146,116,-,-292,120,3,707
,,Ethane/Ethylene,80,0,0,-16,-,-8,0,0,72
,,Propane/Propylene,88,113,128,106,-,-186,0,1,620
,,Normal Butane/Butylene,25,-47,15,10,-,-100,83,2,17
,,Isobutane/Isobutylene,19,0,3,16,-,3,36,0,-1
Other Liquids,,,-,-,0,143,-208,-54,22,1,-34
,Other Hydrocarbons/Oxygenates,,-,-,0,0,125,0,124,1,0
,Unfinished Oils,,-,-,0,22,-,-55,112,0,-34
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,121,-333,0,-212,0,0
,,Reformulated,-,-,0,88,-45,11,32,0,0
,,Conventional,-,-,0,33,-289,-11,-244,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,1,-1,0,0
Finished Petroleum Products,,,-,"3,591",22,"1,010",368,153,-,19,"4,820"
,Finished Motor Gasoline,,-,"1,816",3,492,368,23,-,2,"2,654"
,,Reformulated,-,378,0,0,50,1,-,0,428
,,Conventional,-,"1,437",3,492,318,22,-,2,"2,227"
,Finished Aviation Gasoline,,-,3,0,1,-,0,-,0,4
,Kerosene-Type Jet Fuel,,-,200,0,147,-,-3,-,0,350
,Kerosene,,-,30,0,3,-,3,-,0,29
,Distillate Fuel Oil,,-,959,8,348,-,89,-,3,"1,223"
,,15 ppm sulfur and under,-,8,0,4,-,3,-,0,9
,,Greater than 15 ppm to 500 ppm sulfur,-,757,7,281,-,77,-,0,967
,,Greater than 500 ppm sulfur,-,194,1,64,-,10,-,3,246
,Residual Fuel Oile,,-,60,5,-4,-,-6,-,3,64
,,Less than 0.31 percent sulfur,-,0,0,0,-,4,-,-,-
,,0.31 to 1.00 percent sulfur,-,2,2,0,-,-2,-,-,-
,,Greater than 1.00 percent sulfur,-,58,4,-4,-,-7,-,-,-
,Petrochemical Feedstocks,,-,32,1,5,-,2,-,-,36
,,Naphtha for Petro. Feed. Use,-,24,0,-1,-,3,-,-,19
,,Other Oils for Petro. Feed. Use,-,9,1,6,-,-1,-,-,16
,Special Naphthas,,-,7,1,2,-,1,-,0,9
,Lubricants,,-,16,0,14,-,1,-,4,25
,Waxes,,-,3,1,0,-,0,-,1,3
,Petroleum Coke,,-,150,-,-,-,4,-,4,142
,,Marketable,-,100,0,-,-,4,-,4,93
,,Catalyst,-,50,-,-,-,-,-,-,50
,Asphalt and Road Oil,,-,171,2,3,-,41,-,2,133
,Still Gas,,-,133,0,-,-,-,-,-,133
,Miscellaneous Products,,-,12,0,0,-,-3,-,0,15
Total,,,680,"3,657","1,250","3,102",190,-111,"3,453",41,"5,495"
