"Table 4.  U.S. Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products, ",,,,,,,,,,
,,        January-December 2005,,,,,,,,
,,       (Thousand Barrels per Day),,,,,,,,
Commodity,,,Supply,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports,Adjust-mentsa,Stock Changeb,Refinery and Blender Net Inputs,Exports,Products Suppliedc
Crude Oil,,,"5,121",-,"10,056",195,126,"15,204",41,0
,Commercial,,"5,121",-,"10,017",195,101,-,41,-
,,Alaskan,864,-,-,-,-,-,-,-
,,Lower 48 States,"4,256",-,-,-,-,-,-,-
,Strategic Petroleum Reserve (SPR),,-,-,38,-,25,-,-,-
,,Imports by SPR,-,-,0,-,-,-,-,-
,,Imports into SPR by Others,-,-,38,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"1,709",575,365,-,18,434,60,"2,138"
,Pentanes Plus,,265,-,47,-,2,184,7,119
,Liquefied Petroleum Gases,,"1,444",575,318,-,16,250,53,"2,019"
,,Ethane/Ethylene,646,20,0,-,10,0,0,657
,,Propane/Propylene,497,541,226,-,7,0,37,"1,220"
,,Normal Butane/Butylene,133,44,64,-,-2,117,15,110
,,Isobutane/Isobutylene,168,-30,28,-,1,133,0,32
Other Liquids,,,-,-,"1,099",60,2,"1,091",64,1
,Other Hydrocarbons/Oxygenates,,-,-,43,395,-4,401,42,0
,Unfinished Oils,,-,-,561,-,5,559,0,-3
,Motor Gasoline Blend. Comp. (MGBC),,-,-,494,-335,1,136,22,0
,,Reformulated,-,-,84,7,-1,92,0,0
,,Conventional,-,-,410,-342,2,44,22,0
,Aviation Gasoline Blend. Comp.,,-,-,0,-,0,-5,0,5
Finished Petroleum Products,,,-,"17,136","2,007",377,-6,-,"1,010","18,517"
,Finished Motor Gasoline,,-,"8,257",604,377,-23,-,136,"9,125"
,,Reformulated,-,"2,847",240,-2,-12,-,13,"3,085"
,,Conventional,-,"5,410",363,379,-11,-,123,"6,041"
,Finished Aviation Gasoline,,-,17,2,-,0,-,0,19
,Kerosene-Type Jet Fuel,,-,"1,538",145,-,4,-,53,"1,627"
,Kerosene,,-,65,7,-,1,-,2,69
,Distillate Fuel Oil,,-,"3,949",327,-,27,-,138,"4,110"
,,15 ppm sulfur and under,-,28,4,-,1,-,0,31
,,Greater than 15 ppm to 500 ppm sulfur,-,"2,897",151,-,4,-,39,"3,005"
,,Greater than 500 ppm sulfur,-,"1,024",172,-,22,-,99,"1,075"
,Residual Fuel Oile,,-,624,526,-,-14,-,251,913
,,Less than 0.31 percent sulfur,-,76,93,-,1,-,-,-
,,0.31 to 1.00 percent sulfur,-,141,175,-,-8,-,-,-
,,Greater than 1.00 percent sulfur,-,407,258,-,-7,-,-,-
,Petrochemical Feedstocks,,-,382,298,-,1,-,-,679
,,Naphtha for Petro. Feed. Use,-,207,139,-,1,-,-,346
,,Other Oils for Petro. Feed. Use,-,175,159,-,0,-,-,333
,Special Naphthas,,-,37,14,-,-1,-,21,31
,Lubricants,,-,167,9,-,-2,-,40,138
,Waxes,,-,15,4,-,0,-,5,14
,Petroleum Coke,,-,832,31,-,4,-,347,511
,,Marketable,-,595,31,-,4,-,347,274
,,Catalyst,-,237,-,-,-,-,-,237
,Asphalt and Road Oil,,-,510,40,-,-3,-,11,542
,Still Gas,,-,684,-,-,-,-,-,684
,Miscellaneous Products,,-,59,0,-,0,-,6,54
Total,,,"6,830","17,711","13,527",631,140,"16,729","1,174","20,656"
