"Table 6.   PAD District 1--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,         January-December 2005,,,,,,,,,,
,,        (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"7,176",-,"584,826","3,261","4,324",544,"593,809","5,234",0,"15,019"
Natural Gas Liquids and LRGs,,,"6,238","15,123","22,036","36,994",-,"-1,324","1,656","1,044","79,015","5,389"
,Pentanes Plus,,"1,060",-,0,0,-,20,0,5,"1,035",32
,Liquefied Petroleum Gases,,"5,178","15,123","22,036","36,994",-,"-1,344","1,656","1,039","77,980","5,357"
,,Ethane/Ethylene,148,107,0,0,-,0,0,0,255,0
,,Propane/Propylene,"3,345","17,172","19,114","36,150",-,"-1,318",0,206,"76,893","4,276"
,,Normal Butane/Butylene,"1,068",-612,"2,239",844,-,-58,391,833,"2,373",866
,,Isobutane/Isobutylene,617,"-1,544",683,0,-,32,"1,265",0,"-1,541",215
Other Liquids,,,-,-,"187,350","6,400","11,244","-2,676","194,427","2,057","11,186","22,517"
,Other Hydrocarbons/Oxygenates,,-,-,"11,332",0,"19,553",-634,"30,330","1,189",0,"1,715"
,Unfinished Oils,,-,-,"40,046",42,-,163,"30,382",0,"9,543","8,145"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"135,972","6,358","-8,309","-2,226","135,379",868,0,"12,518"
,,Reformulated,-,-,"27,562","4,056","8,280",-859,"40,757",0,0,"4,752"
,,Conventional,-,-,"108,410","2,302","-16,589","-1,367","94,622",868,0,"7,766"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,21,"-1,664",0,"1,643",139
Finished Petroleum Products,,,-,"805,953","504,434","984,441","8,575","1,782",-,"20,421","2,281,200","131,922"
,Finished Motor Gasoline,,-,"458,279","197,083","531,011","8,575","-6,111",-,"2,428","1,198,632","38,962"
,,Reformulated,-,"282,187","86,003","93,764","-8,262","-2,414",-,422,"455,684","11,959"
,,Conventional,-,"176,092","111,080","437,247","16,838","-3,697",-,"2,006","742,947","27,003"
,Finished Aviation Gasoline,,-,-47,659,985,-,12,-,0,"1,585",91
,Kerosene-Type Jet Fuel,,-,"35,374","27,093","173,348",-,95,-,"2,343","233,377","8,956"
,Kerosene,,-,"3,883","2,539",199,-,198,-,18,"6,405","3,396"
,Distillate Fuel Oil,,-,"180,097","105,844","245,323",-,"8,507",-,"1,127","521,630","58,588"
,,15 ppm sulfur and under,-,0,589,319,-,221,-,0,687,612
,,Greater than 15 ppm to 500 ppm sulfur,-,"101,925","45,357","159,611",-,"2,529",-,416,"303,948","21,404"
,,Greater than 500 ppm sulfur,-,"78,172","59,898","85,393",-,"5,757",-,712,"216,994","36,572"
,Residual Fuel Oile,,-,"38,773","146,887","16,577",-,"-2,506",-,"6,979","197,764","14,514"
,,Less than 0.31 percent sulfur,-,"17,391","28,365","3,868",-,255,-,-,-,"4,383"
,,0.31 to 1.00 percent sulfur,-,"20,938","49,136","2,280",-,"-1,482",-,-,-,"5,871"
,,Greater than 1.00 percent sulfur,-,444,"69,386","10,429",-,"-1,279",-,-,-,"4,260"
,Petrochemical Feedstocks,,-,"4,625","1,376",650,-,138,-,-,"6,513",443
,,Naphtha for Petro. Feed. Use,-,"4,625","1,312",992,-,138,-,-,"6,791",443
,,Other Oils for Petro. Feed. Use,-,0,64,-342,-,0,-,-,-278,0
,Special Naphthas,,-,498,"2,605",130,-,50,-,83,"3,100",73
,Lubricants,,-,"6,215",787,"7,442",-,168,-,"1,451","12,825","1,988"
,Waxes,,-,161,481,0,-,2,-,551,89,167
,Petroleum Coke,,-,"18,039","6,528",-,-,-139,-,"4,346","20,360",34
,,Marketable,-,"6,294","6,528",-,-,-139,-,"4,346","8,615",34
,,Catalyst,-,"11,745",-,-,-,-,-,-,"11,745",-
,Asphalt and Road Oil,,-,"35,652","12,552","8,254",-,"1,386",-,923,"54,149","4,601"
,Still Gas,,-,"23,900",-,-,-,-,-,-,"23,900",-
,Miscellaneous Products,,-,504,0,522,-,-18,-,173,871,109
Total,,,"13,414","821,076","1,298,646","1,031,096","24,144","-1,674","789,892","28,757","2,371,401","174,847"
