"Table 22.  PAD District 5--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-December 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"574,151",-,"385,342",0,"4,530",-151,"964,173",1,0,"52,769"
Natural Gas Liquids and LRGs,,,"28,163","25,070",857,0,-,62,"22,989","7,108","23,931","3,189"
,Pentanes Plus,,"13,633",-,0,0,-,75,"9,298",424,"3,836",95
,Liquefied Petroleum Gases,,"14,530","25,070",857,0,-,-13,"13,691","6,684","20,095","3,094"
,,Ethane/Ethylene,43,0,0,0,-,-1,0,0,44,0
,,Propane/Propylene,"4,845","20,606",627,0,-,134,0,"5,589","20,355","1,396"
,,Normal Butane/Butylene,"3,593","8,172",219,0,-,48,"8,881","1,095","1,960","1,280"
,,Isobutane/Isobutylene,"6,049","-3,708",11,0,-,-194,"4,810",0,"-2,264",418
Other Liquids,,,-,-,"36,996","13,163","30,257","2,353","72,857","1,356","3,850","44,523"
,Other Hydrocarbons/Oxygenates,,-,-,"2,244",0,"36,160",484,"36,611","1,309",0,"1,865"
,Unfinished Oils,,-,-,"21,371",798,-,"1,220","17,099",0,"3,850","19,408"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"13,381","12,365","-5,903",649,"19,147",47,0,"23,250"
,,Reformulated,-,-,"2,539","10,709","-1,367",-161,"12,042",0,0,"12,650"
,,Conventional,-,-,"10,842","1,656","-4,536",810,"7,105",47,0,"10,600"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0,0
Finished Petroleum Products,,,-,"1,100,860","50,974","39,406","7,699","-1,059",-,"80,193","1,119,805","44,178"
,Finished Motor Gasoline,,-,"543,546","8,422","34,016","7,699",-450,-,"3,391","590,742","8,471"
,,Reformulated,-,"396,007",0,"9,574","1,579",269,-,"1,144","405,747","1,140"
,,Conventional,-,"147,539","8,422","24,442","6,120",-719,-,"2,247","184,995","7,331"
,Finished Aviation Gasoline,,-,694,5,348,-,62,-,0,985,330
,Kerosene-Type Jet Fuel,,-,"158,910","19,573","1,906",-,-40,-,"7,639","172,790","10,496"
,Kerosene,,-,154,0,0,-,-17,-,42,129,84
,Distillate Fuel Oil,,-,"199,157","5,941","3,621",-,521,-,"7,394","200,804","13,698"
,,15 ppm sulfur and under,-,"4,216",853,-130,-,230,-,0,"4,709",827
,,Greater than 15 ppm to 500 ppm sulfur,-,"159,915","3,236","3,634",-,-147,-,"2,748","164,184","9,915"
,,Greater than 500 ppm sulfur,-,"35,026","1,852",117,-,438,-,"4,646","31,911","2,956"
,Residual Fuel Oile,,-,"56,985","15,530",0,-,"-1,756",-,"19,097","55,174","5,072"
,,Less than 0.31 percent sulfur,-,"2,515","2,582",0,-,61,-,-,-,279
,,0.31 to 1.00 percent sulfur,-,"16,600","1,249",0,-,-837,-,-,-,"1,048"
,,Greater than 1.00 percent sulfur,-,"37,870","11,699",0,-,-871,-,-,-,"3,570"
,Petrochemical Feedstocks,,-,"3,801",81,10,-,69,-,-,"3,823",188
,,Naphtha for Petro. Feed. Use,-,16,81,10,-,-2,-,-,109,0
,,Other Oils for Petro. Feed. Use,-,"3,785",0,0,-,71,-,-,"3,714",188
,Special Naphthas,,-,390,196,-100,-,13,-,"4,370","-3,897",37
,Lubricants,,-,"6,855",269,-395,-,-241,-,"1,147","5,823","1,147"
,Waxes,,-,0,245,0,-,0,-,173,72,0
,Petroleum Coke,,-,"61,001",195,-,-,"1,274",-,"35,899","24,023","2,671"
,,Marketable,-,"46,603",195,-,-,"1,274",-,"35,899","9,625","2,671"
,,Catalyst,-,"14,398",-,-,-,-,-,0,"14,398",-
,Asphalt and Road Oil,,-,"16,421",512,0,-,-519,-,898,"16,554","1,810"
,Still Gas,,-,"50,339",-,-,-,-,-,0,"50,339",-
,Miscellaneous Products,,-,"2,607",5,0,-,25,-,142,"2,445",174
Total,,,"602,314","1,125,930","474,169","52,569","42,486","1,205","1,060,019","88,658","1,147,586","144,659"
