"Table 35.  Imports of Crude Oil and Petroleum Products by PAD District, December 2005",,,,,,,,,,
,,,"     (Thousand Barrels, Except Where Noted)",,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
"Crude Oila,b",,,,"44,479","47,232","175,703","9,085","33,121","309,620","9,988"
Natural Gas Liquids and LRG's,,,,"3,183","4,567","4,450",534,10,"12,744",411
,Pentanes Plus,,,0,55,"1,570",26,0,"1,651",53
,Liquefied Petroleum Gases,,,"3,183","4,512","2,880",508,10,"11,093",358
,,Ethane,,0,0,0,0,0,0,0
,,Ethylene,,0,9,0,0,0,9,0
,,Propane,,"2,597","3,875","1,655",420,10,"8,557",276
,,Propylene,,379,83,0,0,0,462,15
,,Normal Butane,,207,274,796,77,0,"1,354",44
,,Butylene,,0,182,104,11,0,297,10
,,Isobutane,,0,89,325,0,0,414,13
,,Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,"18,111",0,"13,370",1,"2,703","34,185","1,103"
,Other Hydrocarbons/Oxygenates,,,"1,209",0,263,1,540,"2,013",65
,,Other Hydrocarbons/Hydrogen,,169,0,3,0,66,238,8
,,Oxygenates,,"1,040",0,260,1,474,"1,775",57
,, ,Fuel Ethanol,241,0,0,1,349,591,19
,,,MTBE,799,0,260,0,0,"1,059",34
,,,Other Oxygenatesc,0,0,0,0,125,125,4
,Unfinished Oilsa,,,"3,562",0,"11,649",0,"1,268","16,479",532
,,Naphthas and Lighter,,0,0,"3,286",0,0,"3,286",106
,,Kerosene and Light Gas Oils,,0,0,58,0,0,58,2
,,Heavy Gas Oils,,"3,562",0,"4,724",0,"1,268","9,554",308
,,Residuum,,0,0,"3,581",0,0,"3,581",116
,Motor Gasoline Blending Components,,,"13,340",0,"1,458",0,895,"15,693",506
,,Reformulated,,"3,339",0,0,0,0,"3,339",108
,,,GTAB,960,0,0,0,0,960,31
,,,RBOB for Blending with Ether,38,0,0,0,0,38,1
,,,RBOB for Blending with Alcohol,"2,341",0,0,0,0,"2,341",76
,,Conventional,,"10,001",0,"1,458",0,895,"12,354",399
,,,CBOB for Blending with Alcohol,0,0,0,0,195,195,6
,,,GTAB,"4,263",0,0,0,0,"4,263",138
,,,Other,"5,738",0,"1,458",0,700,"7,896",255
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"46,591",690,"10,772",321,"3,751","62,125","2,004"
,Finished Motor Gasoline,,,"15,295",94,"1,039",0,33,"16,461",531
,,Reformulated,,"5,982",0,0,0,0,"5,982",193
,,,Reformulated Blended with Ether,"5,982",0,0,0,0,"5,982",193
,,,Reformulated Blended with Alcohol,0,0,0,0,0,0,0
,,,Reformulated (Non-Oxygenated),0,0,0,0,0,0,0
,,Conventional,,"9,313",94,"1,039",0,33,"10,479",338
,,,Conventional Blended with Alcohol,0,13,0,0,0,13,0
,,,Conventional Other,"9,313",81,"1,039",0,33,"10,466",338
,Finished Aviation Gasoline,,,0,1,0,1,0,2,0
,Kerosene-Type Jet Fuel,,,"3,113",0,826,63,"2,727","6,729",217
,,Bonded Aircraft Fuel,,0,0,0,0,"1,428","1,428",46
,,Other,,"3,113",0,826,63,"1,299","5,301",171
,Kerosene,,,302,0,0,0,0,302,10
,Distillate Fuel Oil,,,"12,875",248,0,257,117,"13,497",435
,,15 ppm sulfur and under,,0,0,0,0,108,108,3
,,,Bonded,0,0,0,0,25,25,1
,,,Other,0,0,0,0,83,83,3
,,Greater than 15 ppm to 500 ppm sulfur,,"4,805",211,0,233,8,"5,257",170
,,,Bonded,29,0,0,0,0,29,1
,,,Other,"4,776",211,0,233,8,"5,228",169
,,Greater than 500 ppm to 2000 ppm sulfur,,"5,070",0,0,24,0,"5,094",164
,,,Bonded,0,0,0,0,0,0,0
,,,Other,"5,070",0,0,24,0,"5,094",164
,,Greater than 2000 ppm,,"3,000",37,0,0,1,"3,038",98
,,,Bonded,0,0,0,0,0,0,0
,,,Other,"3,000",37,0,0,1,"3,038",98
,Residual Fuel Oil,,,"13,353",170,"1,484",0,728,"15,735",508
,,Less than 0.31 percent sulfur,,"3,961",0,63,0,0,"4,024",130
,,0.31 to 1.00 percent sulfur,,"4,640",54,491,0,0,"5,185",167
,,Greater than 1.00 percent sulfur,,"4,752",116,930,0,728,"6,526",211
,Petrochemical Feedstocks,,,46,26,"6,763",0,0,"6,835",220
,,Naphtha for Petro. Feed. Use,,43,5,"3,062",0,0,"3,110",100
,,Other Oils for Petro. Feed. Use,,3,21,"3,701",0,0,"3,725",120
,Special Naphthas,,,365,31,239,0,0,635,20
,Lubricants,,,29,5,88,0,35,157,5
,Waxes,,,56,36,1,0,24,117,4
,Petroleum Coke (Marketable),,,449,9,317,0,8,783,25
,Asphalt and Road Oil,,,708,62,15,0,79,864,28
,Miscellaneous Products,,,0,8,0,0,0,8,0
Total,,,,"112,364","52,489","204,295","9,941","39,585","418,674","13,506"
