"Table 16.  PAD District 3--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-December 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"2,762",-,"6,049","-1,796",163,97,"7,082",0,0
,Commercial,,"2,762",-,"6,011",-,163,72,"7,082",0,-
,Strategic Petroleum Reserve (SPR),,-,-,38,-,-,25,-,-,-
,,Imports by SPR,-,-,0,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,38,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"1,116",358,192,7,-,26,236,22,"1,389"
,Pentanes Plus,,162,-,45,-8,-,2,105,0,92
,Liquefied Petroleum Gases,,954,358,147,14,-,23,131,22,"1,296"
,,Ethane/Ethylene,448,20,0,132,-,12,0,0,587
,,Propane/Propylene,318,321,77,-115,-,11,0,20,570
,,Normal Butane/Butylene,67,23,48,3,-,-2,56,2,85
,,Isobutane/Isobutylene,121,-6,21,-6,-,2,75,0,55
Other Liquids,,,-,-,484,-207,146,3,378,51,-9
,Other Hydrocarbons/Oxygenates,,-,-,6,0,123,-4,101,31,0
,Unfinished Oils,,-,-,393,-28,-,1,373,0,-9
,Motor Gasoline Blend. Comp. (MGBC),,-,-,85,-178,23,6,-96,20,0
,,Reformulated,-,-,2,-126,19,2,-107,0,0
,,Conventional,-,-,83,-52,4,4,11,20,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"7,845",458,"-3,883",-21,1,-,703,"3,695"
,Finished Motor Gasoline,,-,"3,513",38,"-2,104",-21,-3,-,119,"1,310"
,,Reformulated,-,629,5,-284,-19,-6,-,9,329
,,Conventional,-,"2,883",33,"-1,820",-2,3,-,111,981
,Finished Aviation Gasoline,,-,11,0,-5,-,0,-,0,6
,Kerosene-Type Jet Fuel,,-,757,17,-635,-,1,-,24,114
,Kerosene,,-,41,0,0,-,0,-,2,39
,Distillate Fuel Oil,,-,"1,830",11,"-1,025",-,5,-,106,705
,,15 ppm sulfur and under,-,12,0,-5,-,0,-,0,7
,,Greater than 15 ppm to 500 ppm sulfur,-,"1,319",9,-725,-,3,-,28,572
,,Greater than 500 ppm sulfur,-,499,2,-295,-,3,-,78,126
,Residual Fuel Oile,,-,291,76,-42,-,-2,-,176,150
,,Less than 0.31 percent sulfur,-,20,8,-11,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,32,35,-6,-,-1,-,-,-
,,Greater than 1.00 percent sulfur,-,239,33,-26,-,-1,-,-,-
,Petrochemical Feedstocks,,-,322,293,-4,-,1,-,-,610
,,Naphtha for Petro. Feed. Use,-,168,135,-2,-,0,-,-,301
,,Other Oils for Petro. Feed. Use,-,154,158,-2,-,0,-,-,310
,Special Naphthas,,-,29,5,-3,-,-1,-,9,23
,Lubricants,,-,117,5,-34,-,-1,-,29,60
,Waxes,,-,9,0,0,-,0,-,2,8
,Petroleum Coke,,-,446,12,-,-,2,-,231,226
,,Marketable,-,336,12,-,-,2,-,231,115
,,Catalyst,-,111,-,-,-,-,-,-,111
,Asphalt and Road Oil,,-,122,1,-29,-,-2,-,1,95
,Still Gas,,-,321,-,-,-,-,-,-,321
,Miscellaneous Products,,-,36,0,-2,-,0,-,5,29
Total,,,"3,879","8,202","7,182","-5,880",288,126,"7,695",776,"5,075"
