"Table 23.  PAD District 5--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  December 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,530",-,"1,068",0,142,3,"2,738",0,0
Natural Gas Liquids and LRGs,,,75,19,0,0,-,-69,80,18,66
,Pentanes Plus,,35,-,0,0,-,-2,26,0,10
,Liquefied Petroleum Gases,,40,19,0,0,-,-67,54,18,55
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,0
,,Propane/Propylene,13,61,0,0,-,-19,0,18,76
,,Normal Butane/Butylene,13,-32,0,0,-,-42,39,0,-16
,,Isobutane/Isobutylene,14,-10,0,0,-,-6,15,0,-4
Other Liquids,,,-,-,87,46,29,-29,139,3,49
,Other Hydrocarbons/Oxygenates,,-,-,17,0,97,0,111,3,0
,Unfinished Oils,,-,-,41,2,-,-68,61,0,49
,Motor Gasoline Blend. Comp. (MGBC),,-,-,29,44,-67,39,-33,0,0
,,Reformulated,-,-,0,44,-43,29,-28,0,0
,,Conventional,-,-,29,0,-24,10,-5,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,124",121,85,74,77,-,230,"3,097"
,Finished Motor Gasoline,,-,"1,538",1,66,74,21,-,0,"1,658"
,,Reformulated,-,"1,130",0,0,46,9,-,0,"1,167"
,,Conventional,-,408,1,66,29,13,-,0,491
,Finished Aviation Gasoline,,-,2,0,1,-,-1,-,0,3
,Kerosene-Type Jet Fuel,,-,454,88,7,-,44,-,12,493
,Kerosene,,-,0,0,0,-,0,-,0,0
,Distillate Fuel Oil,,-,577,4,14,-,28,-,18,548
,,15 ppm sulfur and under,-,12,3,0,-,8,-,0,7
,,Greater than 15 ppm to 500 ppm sulfur,-,467,0,13,-,15,-,4,462
,,Greater than 500 ppm sulfur,-,98,0,1,-,5,-,14,79
,Residual Fuel Oile,,-,157,23,0,-,-27,-,60,147
,,Less than 0.31 percent sulfur,-,7,0,0,-,3,-,-,-
,,0.31 to 1.00 percent sulfur,-,60,0,0,-,-18,-,-,-
,,Greater than 1.00 percent sulfur,-,90,23,0,-,-11,-,-,-
,Petrochemical Feedstocks,,-,10,0,0,-,1,-,-,9
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,10,0,0,-,1,-,-,9
,Special Naphthas,,-,1,0,0,-,0,-,17,-16
,Lubricants,,-,21,1,-2,-,-2,-,2,20
,Waxes,,-,0,1,0,-,0,-,0,0
,Petroleum Coke,,-,175,0,-,-,3,-,117,55
,,Marketable,-,138,0,-,-,3,-,117,19
,,Catalyst,-,37,-,-,-,-,-,-,37
,Asphalt and Road Oil,,-,41,3,0,-,9,-,3,32
,Still Gas,,-,139,-,-,-,-,-,-,139
,Miscellaneous Products,,-,9,0,0,-,-1,-,0,9
Total,,,"1,605","3,143","1,277",131,246,-18,"2,957",251,"3,212"
