"Table 15.  PAD District 3--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  December 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"2,643",-,"6,030","-1,704",-50,-37,"6,957",0,0
,Commercial,,"2,643",-,"6,030",-,-50,-2,"6,957",0,-
,Strategic Petroleum Reserve (SPR),,-,-,0,-,-,-35,-,-,-
,,Imports by SPR,-,-,0,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,0,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,965,251,144,-205,-,-526,277,26,"1,377"
,Pentanes Plus,,141,-,51,-21,-,-37,114,0,93
,Liquefied Petroleum Gases,,824,251,93,-184,-,-490,163,26,"1,284"
,,Ethane/Ethylene,373,17,0,67,-,-101,0,0,559
,,Propane/Propylene,282,321,53,-238,-,-236,0,25,630
,,Normal Butane/Butylene,55,-80,29,-5,-,-127,97,1,29
,,Isobutane/Isobutylene,113,-8,10,-8,-,-25,66,0,66
Other Liquids,,,-,-,431,-201,128,-90,342,47,60
,Other Hydrocarbons/Oxygenates,,-,-,8,0,107,-12,92,35,0
,Unfinished Oils,,-,-,376,-25,-,-122,413,0,60
,Motor Gasoline Blend. Comp. (MGBC),,-,-,47,-176,21,44,-164,13,0
,,Reformulated,-,-,0,-131,19,12,-124,0,0
,,Conventional,-,-,47,-45,2,32,-40,13,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"7,888",347,"-3,796",-18,74,-,683,"3,665"
,Finished Motor Gasoline,,-,"3,574",34,"-1,931",-18,95,-,170,"1,393"
,,Reformulated,-,578,0,-221,-19,-8,-,17,329
,,Conventional,-,"2,996",34,"-1,710",1,103,-,153,"1,064"
,Finished Aviation Gasoline,,-,7,0,-1,-,-4,-,0,9
,Kerosene-Type Jet Fuel,,-,757,27,-667,-,-7,-,7,116
,Kerosene,,-,32,0,-2,-,-5,-,0,35
,Distillate Fuel Oil,,-,"1,829",0,"-1,078",-,29,-,44,678
,,15 ppm sulfur and under,-,11,0,-13,-,0,-,0,-1
,,Greater than 15 ppm to 500 ppm sulfur,-,"1,304",0,-741,-,46,-,19,498
,,Greater than 500 ppm sulfur,-,514,0,-324,-,-17,-,25,182
,Residual Fuel Oile,,-,276,48,-60,-,-28,-,159,132
,,Less than 0.31 percent sulfur,-,21,2,-25,-,-7,-,-,-
,,0.31 to 1.00 percent sulfur,-,31,16,-18,-,11,-,-,-
,,Greater than 1.00 percent sulfur,-,224,30,-16,-,-32,-,-,-
,Petrochemical Feedstocks,,-,306,218,-6,-,1,-,-,517
,,Naphtha for Petro. Feed. Use,-,151,99,-2,-,0,-,-,248
,,Other Oils for Petro. Feed. Use,-,154,119,-4,-,1,-,-,269
,Special Naphthas,,-,29,8,-2,-,-1,-,1,34
,Lubricants,,-,124,3,-30,-,12,-,46,39
,Waxes,,-,11,0,0,-,1,-,2,8
,Petroleum Coke,,-,471,10,-,-,-25,-,253,253
,,Marketable,-,361,10,-,-,-25,-,253,143
,,Catalyst,-,110,-,-,-,-,-,-,110
,Asphalt and Road Oil,,-,99,0,-18,-,20,-,0,61
,Still Gas,,-,334,-,-,-,-,-,-,334
,Miscellaneous Products,,-,41,0,0,-,-14,-,0,54
Total,,,"3,608","8,139","6,952","-5,905",60,-580,"7,576",756,"5,103"
