"Table 19.  PAD District 4--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  December 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,342,-,374,-106,-52,16,541,1,0
Natural Gas Liquids and LRGs,,,154,-4,17,-103,-,-5,15,1,51
,Pentanes Plus,,27,-,1,-12,-,0,6,1,8
,Liquefied Petroleum Gases,,127,-4,16,-92,-,-4,9,0,43
,,Ethane/Ethylene,46,0,0,-51,-,0,0,0,-5
,,Propane/Propylene,49,7,14,-20,-,-7,0,0,56
,,Normal Butane/Butylene,23,-10,3,-12,-,2,7,0,-5
,,Isobutane/Isobutylene,9,-2,0,-8,-,0,2,0,-3
Other Liquids,,,-,-,0,0,16,2,20,0,-5
,Other Hydrocarbons/Oxygenates,,-,-,0,0,9,0,9,0,0
,Unfinished Oils,,-,-,0,0,-,2,4,0,-5
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,0,7,0,8,0,0
,,Reformulated,-,-,0,0,0,0,0,0,0
,,Conventional,-,-,0,0,7,0,8,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,598,10,-37,-6,14,-,1,550
,Finished Motor Gasoline,,-,291,0,-34,-6,-4,-,0,255
,,Reformulated,-,0,0,0,0,0,-,0,0
,,Conventional,-,291,0,-34,-6,-4,-,0,255
,Finished Aviation Gasoline,,-,0,0,0,-,0,-,0,0
,Kerosene-Type Jet Fuel,,-,28,2,6,-,1,-,0,35
,Kerosene,,-,4,0,-1,-,0,-,0,3
,Distillate Fuel Oil,,-,163,8,-8,-,-2,-,0,165
,,15 ppm sulfur and under,-,0,0,0,-,0,-,0,0
,,Greater than 15 ppm to 500 ppm sulfur,-,136,8,-7,-,1,-,0,136
,,Greater than 500 ppm sulfur,-,27,1,-1,-,-3,-,0,29
,Residual Fuel Oile,,-,16,0,0,-,1,-,0,15
,,Less than 0.31 percent sulfur,-,2,0,0,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,4,0,0,-,0,-,-,-
,,Greater than 1.00 percent sulfur,-,10,0,0,-,1,-,-,-
,Petrochemical Feedstocks,,-,0,0,0,-,0,-,-,0
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,Special Naphthas,,-,0,0,0,-,0,-,0,0
,Lubricants,,-,0,0,0,-,0,-,0,0
,Waxes,,-,3,0,0,-,0,-,0,2
,Petroleum Coke,,-,19,0,-,-,1,-,0,18
,,Marketable,-,12,0,-,-,1,-,0,11
,,Catalyst,-,7,-,-,-,-,-,-,7
,Asphalt and Road Oil,,-,51,0,0,-,17,-,0,33
,Still Gas,,-,20,-,-,-,-,-,-,20
,Miscellaneous Products,,-,2,0,0,-,0,-,0,2
Total,,,495,594,401,-247,-42,28,576,3,596
