"Table 10.  PAD District 2--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-December 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"160,204",-,"367,737","682,552","10,666","8,581","1,203,130","9,448",0,"69,491"
,"Cushing, Oklahoma",,-,-,-,-,-,"5,220",-,-,-,"21,777"
Natural Gas Liquids and LRGs,,,"108,741","37,606","37,175","18,122",-,"-1,506","42,106","4,967","156,077","30,457"
,Pentanes Plus,,"12,033",-,483,"9,107",-,-85,"17,461","1,541","2,706","2,209"
,Liquefied Petroleum Gases,,"96,708","37,606","36,692","9,015",-,"-1,421","24,645","3,426","153,371","28,248"
,,Ethane/Ethylene,"42,338",0,121,"-20,104",-,-929,0,0,"23,284","2,622"
,,Propane/Propylene,"36,460","39,638","32,184","19,762",-,-310,0,544,"127,810","18,144"
,,Normal Butane/Butylene,"11,005",632,"2,668","3,427",-,-254,"11,202","2,882","3,902","5,658"
,,Isobutane/Isobutylene,"6,905","-2,664","1,719","5,930",-,72,"13,443",0,"-1,625","1,824"
Other Liquids,,,-,-,105,"55,873","-78,509",82,"-13,520","1,322","-10,415","28,957"
,Other Hydrocarbons/Oxygenates,,-,-,0,0,"41,138",38,"39,782","1,318",0,"2,619"
,Unfinished Oils,,-,-,6,"9,536",-,-234,"20,205",0,"-10,429","12,119"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,99,"46,337","-119,647",245,"-73,460",4,0,"14,172"
,,Reformulated,-,-,0,"31,240","-11,428",192,"19,620",0,0,"5,193"
,,Conventional,-,-,99,"15,097","-108,219",53,"-93,080",4,0,"8,979"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,33,-47,0,14,47
Finished Petroleum Products,,,-,"1,263,333","7,330","386,520","131,616","-2,548",-,"10,974","1,780,373","91,508"
,Finished Motor Gasoline,,-,"624,561",877,"198,798","131,616",-496,-,80,"956,268","39,183"
,,Reformulated,-,"131,335",0,359,"12,667",-68,-,2,"144,427",127
,,Conventional,-,"493,226",877,"198,439","118,949",-428,-,78,"811,841","39,056"
,Finished Aviation Gasoline,,-,"1,453",29,616,-,-85,-,0,"2,183",349
,Kerosene-Type Jet Fuel,,-,"79,822",103,"52,828",-,"1,081",-,543,"131,129","7,979"
,Kerosene,,-,"3,963",0,160,-,-38,-,8,"4,153",910
,Distillate Fuel Oil,,-,"331,476","1,426","125,615",-,-544,-,"3,199","455,862","29,107"
,,15 ppm sulfur and under,-,"1,526",0,"1,567",-,-10,-,0,"3,103",150
,,Greater than 15 ppm to 500 ppm sulfur,-,"261,537","1,057","101,832",-,"-1,462",-,881,"365,007","21,639"
,,Greater than 500 ppm sulfur,-,"68,413",369,"22,216",-,928,-,"2,318","87,752","7,318"
,Residual Fuel Oile,,-,"20,521","1,870","-1,085",-,-135,-,"1,308","20,133","1,882"
,,Less than 0.31 percent sulfur,-,0,7,0,-,-79,-,-,-,265
,,0.31 to 1.00 percent sulfur,-,938,"1,029",-38,-,-185,-,-,-,185
,,Greater than 1.00 percent sulfur,-,"19,583",834,"-1,047",-,129,-,-,-,"1,432"
,Petrochemical Feedstocks,,-,"13,076",402,888,-,-34,-,-,"14,400",446
,,Naphtha for Petro. Feed. Use,-,"9,739",154,-322,-,12,-,-,"9,559",349
,,Other Oils for Petro. Feed. Use,-,"3,337",248,"1,210",-,-46,-,-,"4,841",97
,Special Naphthas,,-,"2,097",395,"1,034",-,16,-,3,"3,507",295
,Lubricants,,-,"5,158",576,"5,401",-,-237,-,"1,479","9,893",940
,Waxes,,-,"1,031",572,0,-,-10,-,330,"1,283",75
,Petroleum Coke,,-,"55,231",61,-,-,-320,-,"2,385","53,227","1,364"
,,Marketable,-,"37,904",61,-,-,-320,-,"2,385","35,900","1,364"
,,Catalyst,-,"17,327",-,-,-,-,-,-,"17,327",-
,Asphalt and Road Oil,,-,"69,953",882,"2,236",-,"-1,515",-,"1,628","72,958","8,761"
,Still Gas,,-,"50,387",-,-,-,-,-,-,"50,387",-
,Miscellaneous Products,,-,"4,604",137,29,-,-231,-,11,"4,990",217
Total,,,"268,945","1,300,939","412,347","1,143,067","63,773","4,609","1,231,716","26,711","1,926,035","220,413"
