"Table 7.  PAD District 1--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  December 2005",,,,,,,,,,,
,,        (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,19,-,"1,435",10,26,-55,"1,543",2,0
Natural Gas Liquids and LRGs,,,18,10,103,160,-,-52,6,1,335
,Pentanes Plus,,3,-,0,0,-,0,0,0,3
,Liquefied Petroleum Gases,,15,10,103,160,-,-52,6,1,332
,,Ethane/Ethylene,1,0,0,0,-,0,0,0,1
,,Propane/Propylene,10,39,96,153,-,-40,0,1,337
,,Normal Butane/Butylene,4,-22,7,7,-,-8,4,0,-2
,,Isobutane/Isobutylene,1,-7,0,0,-,-4,3,0,-4
Other Liquids,,,-,-,584,12,-12,13,538,6,27
,Other Hydrocarbons/Oxygenates,,-,-,39,0,52,-1,88,4,0
,Unfinished Oils,,-,-,115,1,-,-21,112,0,25
,Motor Gasoline Blend. Comp. (MGBC),,-,-,430,11,-64,34,341,2,0
,,Reformulated,-,-,108,-1,2,28,80,0,0
,,Conventional,-,-,323,12,-66,6,261,2,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,2,-4,0,2
Finished Petroleum Products,,,-,"2,152","1,503","2,738",65,-206,-,38,"6,626"
,Finished Motor Gasoline,,-,"1,255",493,"1,407",65,-75,-,10,"3,285"
,,Reformulated,-,826,193,220,-2,6,-,0,"1,231"
,,Conventional,-,430,300,"1,186",66,-81,-,10,"2,054"
,Finished Aviation Gasoline,,-,0,0,-1,-,0,-,0,-1
,Kerosene-Type Jet Fuel,,-,76,100,508,-,-58,-,2,740
,Kerosene,,-,12,10,1,-,6,-,0,17
,Distillate Fuel Oile,,-,497,415,724,-,-72,-,0,"1,708"
,,15 ppm sulfur and under,-,0,0,9,-,6,-,0,3
,,Greater than 15 ppm to 500 ppm,-,264,155,454,-,-11,-,0,885
,,Greater than 500 ppm sulfur,-,233,260,261,-,-66,-,0,820
,Residual Fuel Oilf,,-,137,431,64,-,-21,-,14,639
,,Less than 0.31 percent sulfur,-,61,128,25,-,31,-,-,-
,,0.31 to 1.00 percent sulfur,-,62,150,18,-,-41,-,-,-
,,Greater than 1.00 percent sulfur,-,14,153,21,-,-10,-,-,-
,Petrochemical Feedstocks,,-,13,1,2,-,3,-,-,13
,,Naphtha for Petro. Feed. Use,-,13,1,3,-,3,-,-,15
,,Other Oils for Petro. Feed. Use,-,0,0,-1,-,0,-,-,-1
,Special Naphthas,,-,1,12,0,-,0,-,0,13
,Lubricants,,-,18,1,18,-,-2,-,3,36
,Waxes,,-,0,2,0,-,0,-,3,-1
,Petroleum Coke,,-,43,14,-,-,0,-,3,54
,,Marketable,-,14,14,-,-,0,-,3,26
,,Catalyst,-,28,-,-,-,-,-,-,28
,Asphalt and Road Oil,,-,39,23,16,-,12,-,2,64
,Still Gas,,-,58,-,-,-,-,-,-,58
,Miscellaneous Products,,-,2,0,0,-,1,-,0,1
Total,,,38,"2,162","3,625","2,920",78,-298,"2,087",46,"6,988"
