"Table 2.  U.S. Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,
,,        January-December 2005,,,,,,,,,
,,        (Thousand Barrels),,,,,,,,,
Commodity,,,Supply,,,,Disposition,,,,
,,,Field Production,Refinery and Blender Net Production,Imports,Adjust-mentsa,Stock Changeb,Refinery and Blender Net Inputs,Exports,Products Suppliedc,Ending Stocksd
Crude Oil,,,"1,868,990",-,"3,670,403","71,118","45,901","5,549,521","15,089",0,"1,007,781"
,Commercial,,"1,868,990",-,"3,656,386","71,118","36,957",-,"15,089",-,"323,237"
,,Alaskan,"315,420",-,-,-,-,-,-,-,-
,,Lower 48 States,"1,553,569",-,-,-,-,-,-,-,-
,Strategic Petroleum Reserve (SPR),,-,-,"14,017",-,"8,944",-,-,-,"684,544"
,,Imports by SPR,-,-,0,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,"14,017",-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"623,911","209,752","133,266",-,"6,560","158,437","21,733","780,199","117,581"
,Pentanes Plus,,"96,750",-,"17,018",-,790,"67,330","2,395","43,253","8,070"
,Liquefied Petroleum Gases,,"527,161","209,752","116,248",-,"5,770","91,107","19,338","736,946","109,511"
,,Ethane/Ethylene,"235,948","7,265",137,-,"3,591",0,0,"239,759","24,671"
,,Propane/Propylene,"181,244","197,454","82,577",-,"2,415",0,"13,683","445,177","57,377"
,,Normal Butane/Butylene,"48,656","15,880","23,283",-,-720,"42,707","5,655","40,177","20,876"
,,Isobutane/Isobutylene,"61,313","-10,847","10,251",-,484,"48,400",0,"11,833","6,587"
Other Liquids,,,-,-,"400,954","21,767",817,"398,060","23,326",518,"166,943"
,Other Hydrocarbons/Oxygenates,,-,-,"15,787","144,132","-1,469","146,207","15,181",0,"8,663"
,Unfinished Oils,,-,-,"204,799",-,"1,880","204,050",0,"-1,131","85,861"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"180,368","-122,365",353,"49,505","8,145",0,"72,229"
,,Reformulated,-,-,"30,821","2,509",-195,"33,525",0,0,"24,837"
,,Conventional,-,-,"149,547","-124,874",548,"15,980","8,145",0,"47,392"
,Aviation Gasoline Blend. Comp.,,-,-,0,-,53,"-1,702",0,"1,649",190
Finished Petroleum Products,,,-,"6,254,742","732,736","137,598","-2,088",-,"368,512","6,758,653","403,553"
,Finished Motor Gasoline,,-,"3,013,930","220,398","137,598","-8,352",-,"49,473","3,330,805","134,770"
,,Reformulated,-,"1,039,271","87,742",-883,"-4,422",-,"4,694","1,125,858","20,292"
,,Conventional,-,"1,974,659","132,656","138,481","-3,930",-,"44,779","2,204,947","114,478"
,Finished Aviation Gasoline,,-,"6,120",713,-,-130,-,0,"6,963","1,213"
,Kerosene-Type Jet Fuel,,-,"561,486","53,019",-,"1,601",-,"19,203","593,701","41,784"
,Kerosene,,-,"23,596","2,539",-,205,-,785,"25,145","5,092"
,Distillate Fuel Oil,,-,"1,441,365","119,384",-,"9,964",-,"50,533","1,500,252","136,010"
,,15 ppm sulfur and under,-,"10,159","1,442",-,420,-,0,"11,181","1,692"
,,Greater than 15 ppm to 500 ppm sulfur,-,"1,057,559","55,024",-,"1,572",-,"14,344","1,096,667","77,046"
,,Greater than 500 ppm sulfur,-,"373,647","62,918",-,"7,972",-,"36,188","392,405","57,272"
,Residual Fuel Oile,,-,"227,884","192,011",-,"-5,036",-,"91,553","333,378","37,327"
,,Less than 0.31 percent sulfur,-,"27,643","33,824",-,265,-,-,-,"5,931"
,,0.31 to 1.00 percent sulfur,-,"51,533","64,041",-,"-2,809",-,-,-,"11,658"
,,Greater than 1.00 percent sulfur,-,"148,708","94,146",-,"-2,382",-,-,-,"19,563"
,Petrochemical Feedstocks,,-,"139,354","108,887",-,429,-,-,"247,812","3,427"
,,Naphtha for Petro. Feed. Use,-,"75,626","50,844",-,264,-,-,"126,206","1,949"
,,Other Oils for Petro. Feed. Use,-,"63,728","58,043",-,165,-,-,"121,606","1,478"
,Special Naphthas,,-,"13,519","5,098",-,-267,-,"7,641","11,243","1,533"
,Lubricants,,-,"60,828","3,405",-,-715,-,"14,683","50,265","9,653"
,Waxes,,-,"5,538","1,319",-,-91,-,"1,705","5,243",549
,Petroleum Coke,,-,"303,819","11,252",-,"1,594",-,"126,819","186,658","9,777"
,,Marketable,-,"217,335","11,252",-,"1,594",-,"126,819","100,174","9,777"
,,Catalyst,-,"86,484",-,-,-,-,-,"86,484",-
,Asphalt and Road Oil,,-,"185,974","14,569",-,"-1,120",-,"3,943","197,720","20,955"
,Still Gas,,-,"249,730",-,-,-,-,-,"249,730",-
,Miscellaneous Products,,-,"21,599",142,-,-170,-,"2,175","19,736","1,463"
Total,,,"2,492,901","6,464,494","4,937,359","230,483","51,190","6,106,018","428,659","7,539,370","1,695,858"
