"Table 20.  PAD District 4--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-December 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,327,-,341,-83,-22,5,558,1,0
Natural Gas Liquids and LRGs,,,201,4,9,-158,-,0,16,2,39
,Pentanes Plus,,30,-,1,-17,-,0,6,1,5
,Liquefied Petroleum Gases,,171,4,8,-140,-,0,9,1,34
,,Ethane/Ethylene,82,0,0,-77,-,0,0,0,5
,,Propane/Propylene,56,8,7,-38,-,0,0,0,33
,,Normal Butane/Butylene,24,-2,2,-15,-,0,5,0,3
,,Isobutane/Isobutylene,10,-2,0,-11,-,0,4,0,-7
Other Liquids,,,-,-,0,0,15,0,17,0,-2
,Other Hydrocarbons/Oxygenates,,-,-,0,0,7,0,7,0,0
,Unfinished Oils,,-,-,0,0,-,1,1,0,-2
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,0,8,-1,9,0,0
,,Reformulated,-,-,0,0,0,0,0,0,0
,,Conventional,-,-,0,0,8,-1,9,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,606,8,19,-8,-1,-,1,626
,Finished Motor Gasoline,,-,289,0,11,-8,-1,-,0,294
,,Reformulated,-,0,0,0,0,0,-,0,0
,,Conventional,-,289,0,11,-8,-1,-,0,294
,Finished Aviation Gasoline,,-,0,0,0,-,0,-,0,0
,Kerosene-Type Jet Fuel,,-,30,0,10,-,0,-,0,40
,Kerosene,,-,2,0,-1,-,0,-,0,1
,Distillate Fuel Oil,,-,171,6,-1,-,-1,-,0,178
,,15 ppm sulfur and under,-,0,0,0,-,0,-,0,0
,,Greater than 15 ppm to 500 ppm sulfur,-,144,6,-1,-,-1,-,0,150
,,Greater than 500 ppm sulfur,-,27,0,0,-,0,-,0,27
,Residual Fuel Oile,,-,15,0,0,-,0,-,0,15
,,Less than 0.31 percent sulfur,-,1,0,0,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,4,0,0,-,0,-,-,-
,,Greater than 1.00 percent sulfur,-,10,0,0,-,0,-,-,-
,Petrochemical Feedstocks,,-,1,0,0,-,0,-,-,1
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,1,0,0,-,0,-,-,1
,Special Naphthas,,-,0,0,0,-,0,-,0,0
,Lubricants,,-,0,0,0,-,0,-,0,0
,Waxes,,-,2,0,0,-,0,-,0,2
,Petroleum Coke,,-,18,0,-,-,0,-,0,18
,,Marketable,-,11,0,-,-,0,-,0,11
,,Catalyst,-,7,-,-,-,-,-,-,7
,Asphalt and Road Oil,,-,53,1,0,-,0,-,0,53
,Still Gas,,-,22,-,-,-,-,-,-,22
,Miscellaneous Products,,-,2,0,0,-,0,-,0,2
Total,,,528,610,358,-221,-14,3,591,4,663
