"Table 10.  PAD District 2--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-September 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"119,600",-,"275,670","518,822","-6,749",-468,"900,102","7,709",0,"60,442"
,"Cushing, Oklahoma",,-,-,-,-,-,"-1,750",-,-,-,"14,807"
Natural Gas Liquids and LRGs,,,"83,492","32,688","25,496","7,199",-,"10,062","26,001","4,138","108,674","42,025"
,Pentanes Plus,,"9,086",-,328,"6,057",-,-4,"11,757","1,040","2,678","2,290"
,Liquefied Petroleum Gases,,"74,406","32,688","25,168","1,142",-,"10,066","14,244","3,099","105,995","39,735"
,,Ethane/Ethylene,"32,795",0,93,"-17,066",-,-987,0,0,"16,809","2,564"
,,Propane/Propylene,"27,850","29,713","22,329","11,548",-,"4,799",0,450,"86,191","23,253"
,,Normal Butane/Butylene,"8,731","5,342","1,516","2,253",-,"6,065","4,739","2,648","4,390","11,977"
,,Isobutane/Isobutylene,"5,030","-2,367","1,230","4,407",-,189,"9,505",0,"-1,394","1,941"
Other Liquids,,,-,-,105,"43,079","-59,248","-1,448","-8,339","1,168","-7,445","27,427"
,Other Hydrocarbons/Oxygenates,,-,-,0,0,"30,146",-92,"29,074","1,164",0,"2,489"
,Unfinished Oils,,-,-,6,"7,786",-,"-1,143","16,394",0,"-7,459","11,210"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,99,"35,293","-89,394",-219,"-53,787",4,0,"13,708"
,,Reformulated,-,-,0,"23,691","-8,197",-153,"15,647",0,0,"4,848"
,,Conventional,-,-,99,"11,602","-81,197",-66,"-69,434",4,0,"8,860"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,6,-20,0,14,20
Finished Petroleum Products,,,-,"936,762","4,883","293,840","97,989","-6,486",-,"8,444","1,331,516","87,570"
,Finished Motor Gasoline,,-,"460,542",316,"153,106","97,989","-2,247",-,6,"714,194","37,432"
,,Reformulated,-,"97,900",0,333,"9,079",-117,-,1,"107,428",78
,,Conventional,-,"362,642",316,"152,773","88,910","-2,130",-,5,"606,766","37,354"
,Finished Aviation Gasoline,,-,"1,177",25,465,-,-108,-,0,"1,775",326
,Kerosene-Type Jet Fuel,,-,"59,671",102,"39,120",-,-337,-,538,"98,692","6,561"
,Kerosene,,-,"2,198",0,140,-,-123,-,7,"2,454",825
,Distillate Fuel Oil,,-,"244,935",823,"94,557",-,"-2,442",-,"2,933","339,824","27,209"
,,15 ppm sulfur and under,-,"1,212",0,"1,184",-,4,-,0,"2,392",164
,,Greater than 15 ppm to 500 ppm sulfur,-,"193,150",577,"77,134",-,"-3,123",-,862,"273,122","19,978"
,,Greater than 500 ppm sulfur,-,"50,573",246,"16,239",-,677,-,"2,071","64,310","7,067"
,Residual Fuel Oile,,-,"14,941","1,386",-881,-,186,-,522,"14,738","2,203"
,,Less than 0.31 percent sulfur,-,0,7,0,-,142,-,-,-,486
,,0.31 to 1.00 percent sulfur,-,779,782,-38,-,39,-,-,-,409
,,Greater than 1.00 percent sulfur,-,"14,162",597,-843,-,5,-,-,-,"1,308"
,Petrochemical Feedstocks,,-,"10,520",313,585,-,-33,-,-,"11,451",447
,,Naphtha for Petro. Feed. Use,-,"7,999",125,-241,-,-26,-,-,"7,909",311
,,Other Oils for Petro. Feed. Use,-,"2,521",188,826,-,-7,-,-,"3,542",136
,Special Naphthas,,-,"1,460",303,849,-,-56,-,2,"2,666",223
,Lubricants,,-,"3,609",473,"4,231",-,-159,-,"1,082","7,390","1,018"
,Waxes,,-,730,444,0,-,-25,-,242,957,60
,Petroleum Coke,,-,"41,642",30,-,-,-384,-,"1,802","40,254","1,300"
,,Marketable,-,"28,735",30,-,-,-384,-,"1,802","27,347","1,300"
,,Catalyst,-,"12,907",-,-,-,-,-,-,"12,907",-
,Asphalt and Road Oil,,-,"53,733",630,"1,645",-,-606,-,"1,298","55,316","9,670"
,Still Gas,,-,"38,188",-,-,-,-,-,-,"38,188",-
,Miscellaneous Products,,-,"3,416",38,23,-,-152,-,11,"3,618",296
Total,,,"203,092","969,450","306,154","862,940","31,993","1,660","917,764","21,459","1,432,745","217,464"
