"Table 23.  PAD District 5--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  September 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,522",-,"1,142",0,9,-45,"2,718",0,0
Natural Gas Liquids and LRGs,,,68,68,2,0,-,30,58,17,33
,Pentanes Plus,,32,-,0,0,-,8,22,2,0
,Liquefied Petroleum Gases,,36,68,2,0,-,23,36,15,32
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,0
,,Propane/Propylene,14,58,1,0,-,11,0,14,47
,,Normal Butane/Butylene,6,23,1,0,-,8,23,1,-2
,,Isobutane/Isobutylene,17,-13,0,0,-,4,13,0,-14
Other Liquids,,,-,-,155,13,148,112,154,4,46
,Other Hydrocarbons/Oxygenates,,-,-,4,0,96,-1,97,4,0
,Unfinished Oils,,-,-,129,4,-,96,-9,0,46
,Motor Gasoline Blend. Comp. (MGBC),,-,-,21,9,52,16,66,0,0
,,Reformulated,-,-,0,2,69,7,64,0,0
,,Conventional,-,-,21,7,-17,9,2,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,050",223,111,-49,64,-,175,"3,097"
,Finished Motor Gasoline,,-,"1,485",23,99,-49,3,-,6,"1,550"
,,Reformulated,-,"1,086",0,49,-69,19,-,2,"1,045"
,,Conventional,-,399,23,49,20,-17,-,4,505
,Finished Aviation Gasoline,,-,2,0,0,-,0,-,0,2
,Kerosene-Type Jet Fuel,,-,438,100,5,-,57,-,9,477
,Kerosene,,-,0,0,0,-,0,-,0,0
,Distillate Fuel Oil,,-,558,28,9,-,4,-,13,577
,,15 ppm sulfur and under,-,14,1,0,-,0,-,0,15
,,Greater than 15 ppm to 500 ppm sulfur,-,455,16,9,-,0,-,10,469
,,Greater than 500 ppm sulfur,-,89,11,0,-,4,-,3,93
,Residual Fuel Oile,,-,143,68,0,-,3,-,27,181
,,Less than 0.31 percent sulfur,-,7,19,0,-,-2,-,-,-
,,0.31 to 1.00 percent sulfur,-,51,13,0,-,10,-,-,-
,,Greater than 1.00 percent sulfur,-,86,36,0,-,-5,-,-,-
,Petrochemical Feedstocks,,-,9,0,0,-,0,-,-,9
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,9,0,0,-,0,-,-,9
,Special Naphthas,,-,3,0,0,-,0,-,15,-11
,Lubricants,,-,22,1,-1,-,-1,-,2,20
,Waxes,,-,0,0,0,-,0,-,1,0
,Petroleum Coke,,-,177,1,-,-,5,-,98,74
,,Marketable,-,136,1,-,-,5,-,98,34
,,Catalyst,-,41,-,-,-,-,-,-,41
,Asphalt and Road Oil,,-,56,2,0,-,-8,-,3,62
,Still Gas,,-,148,-,-,-,-,-,-,148
,Miscellaneous Products,,-,8,0,0,-,1,-,0,7
Total,,,"1,590","3,118","1,522",124,109,161,"2,931",196,"3,175"
