"Table 24.  PAD District 5--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-September 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,581",-,"1,034",0,4,-10,"2,628",0,0
Natural Gas Liquids and LRGs,,,78,77,3,0,-,10,59,20,68
,Pentanes Plus,,38,-,0,0,-,1,26,1,11
,Liquefied Petroleum Gases,,40,77,3,0,-,9,34,19,58
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,0
,,Propane/Propylene,13,56,2,0,-,3,0,15,53
,,Normal Butane/Butylene,9,31,1,0,-,5,21,4,11
,,Isobutane/Isobutylene,17,-11,0,0,-,0,13,0,-6
Other Liquids,,,-,-,103,35,88,2,213,4,8
,Other Hydrocarbons/Oxygenates,,-,-,2,0,100,1,98,4,0
,Unfinished Oils,,-,-,64,2,-,10,48,0,8
,Motor Gasoline Blend. Comp. (MGBC),,-,-,37,33,-12,-9,67,0,0
,,Reformulated,-,-,9,27,-2,-9,43,0,0
,,Conventional,-,-,28,6,-10,0,24,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,004",139,114,17,-14,-,222,"3,066"
,Finished Motor Gasoline,,-,"1,485",29,100,17,2,-,11,"1,618"
,,Reformulated,-,"1,076",0,32,3,4,-,4,"1,102"
,,Conventional,-,409,29,68,14,-2,-,7,516
,Finished Aviation Gasoline,,-,2,0,1,-,0,-,0,3
,Kerosene-Type Jet Fuel,,-,434,46,5,-,-4,-,22,467
,Kerosene,,-,1,0,0,-,0,-,0,1
,Distillate Fuel Oil,,-,537,16,9,-,-7,-,21,548
,,15 ppm sulfur and under,-,11,2,0,-,0,-,0,12
,,Greater than 15 ppm to 500 ppm sulfur,-,432,9,9,-,-7,-,9,448
,,Greater than 500 ppm sulfur,-,94,6,0,-,0,-,12,89
,Residual Fuel Oile,,-,158,43,0,-,-5,-,54,152
,,Less than 0.31 percent sulfur,-,7,9,0,-,0,-,-,-
,,0.31 to 1.00 percent sulfur,-,44,4,0,-,-2,-,-,-
,,Greater than 1.00 percent sulfur,-,107,31,0,-,-3,-,-,-
,Petrochemical Feedstocks,,-,11,0,0,-,0,-,-,11
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0
,,Other Oils for Petro. Feed. Use,-,11,0,0,-,0,-,-,11
,Special Naphthas,,-,1,1,0,-,0,-,12,-10
,Lubricants,,-,18,1,-1,-,-1,-,4,16
,Waxes,,-,0,1,0,-,0,-,0,0
,Petroleum Coke,,-,168,1,-,-,4,-,94,70
,,Marketable,-,127,1,-,-,4,-,94,29
,,Catalyst,-,41,-,-,-,-,-,-,41
,Asphalt and Road Oil,,-,44,1,0,-,-3,-,3,46
,Still Gas,,-,139,-,-,-,-,-,-,139
,Miscellaneous Products,,-,7,0,0,-,0,-,0,6
Total,,,"1,659","3,081","1,278",149,109,-12,"2,900",246,"3,142"
