"Table 36.  Year-to-Date Imports of Crude Oil and Petroleum Products by PAD District, January-September 2005",,,,,,,,,,
,,         ,       (Thousand Barrels),,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
"Crude Oila,b",,,,"438,829","403,869","1,559,047","78,075","282,225","2,762,045","10,117"
Natural Gas Liquids and LRG's,,,,"14,958","25,496","48,940","2,006",694,"92,094",337
,Pentanes Plus,,,0,328,"13,341",131,0,"13,800",51
,Liquefied Petroleum Gases,,,"14,958","25,168","35,599","1,875",694,"78,294",287
,,Ethane,,0,0,10,0,0,10,0
,,Ethylene,,0,93,0,0,0,93,0
,,Propane,,"11,190","20,451","15,602","1,537",482,"49,262",180
,,Propylene,,"2,034","1,878",22,0,0,"3,934",14
,,Normal Butane,,"1,314","1,516","11,167",338,59,"14,394",53
,,Butylene,,0,0,"2,366",0,153,"2,519",9
,,Isobutane,,420,"1,230","6,432",0,0,"8,082",30
,,Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,"139,462",726,"126,014",0,"28,479","294,681","1,079"
,Other Hydrocarbons/Oxygenates,,,"7,995",0,"1,458",0,574,"10,027",37
,,Other Hydrocarbons/Hydrogen,,976,0,381,0,275,"1,632",6
,,Oxygenates,,"7,019",0,"1,077",0,299,"8,395",31
,, ,Fuel Ethanol,480,0,0,0,249,729,3
,,,MTBE,"6,312",0,"1,077",0,50,"7,439",27
,,,Other Oxygenatesc,227,0,0,0,0,227,1
,Unfinished Oilsa,,,"29,003",627,"103,830",0,"17,851","151,311",554
,,Naphthas and Lighter,,"1,556",327,"18,609",0,"1,110","21,602",79
,,Kerosene and Light Gas Oils,,306,0,321,0,223,850,3
,,Heavy Gas Oils,,"26,072",300,"47,238",0,"16,518","90,128",330
,,Residuum,,"1,069",0,"37,662",0,0,"38,731",142
,Motor Gasoline Blending Components (MGBC),,,"102,464",99,"20,726",0,"10,054","133,343",488
,,Reformulated,,"20,242",0,358,0,"2,539","23,139",85
,,,GTAB,"8,898",0,0,0,927,"9,825",36
,,,RBOB for Blending with Ether,"1,946",0,358,0,0,"2,304",8
,,,RBOB for Blending with Alcohol,"9,398",0,0,0,"1,612","11,010",40
,,Conventional,,"82,222",99,"20,368",0,"7,515","110,204",404
,,,CBOB for Blending with Alcohol,0,0,356,0,"2,356","2,712",10
,,,GTAB,"30,495",0,985,0,218,"31,698",116
,,,Other,"51,727",99,"19,027",0,"4,941","75,794",278
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"351,762","4,883","116,314","1,995","37,848","512,802","1,878"
,Finished Motor Gasoline,,,"146,096",316,"5,928",60,"7,875","160,275",587
,,Reformulated,,"65,840",0,114,0,0,"65,954",242
,,,Reformulated Blended with Ether,"64,420",0,114,0,0,"64,534",236
,,,Reformulated Blended with Alcohol,"1,420",0,0,0,0,"1,420",5
,,,Reformulated (Non-Oxygenated),0,0,0,0,0,0,0
,,Conventional,,"80,256",316,"5,814",60,"7,875","94,321",345
,,,Conventional Blended with Alcohol,0,153,0,0,309,462,2
,,,Conventional Other,"80,256",163,"5,814",60,"7,566","93,859",344
,Finished Aviation Gasoline,,,579,25,0,16,5,625,2
,Kerosene-Type Jet Fuel,,,"15,412",102,657,71,"12,651","28,893",106
,,Bonded Aircraft Fuel,,5,0,0,0,"8,745","8,750",32
,,Other,,"15,407",102,657,71,"3,906","20,143",74
,Kerosene,,,692,0,0,0,0,692,3
,Distillate Fuel Oil,,,"68,272",823,487,"1,551","4,483","75,616",277
,,15 ppm sulfur and under,,589,0,0,0,438,"1,027",4
,,,Bonded,0,0,0,0,202,202,1
,,,Other,589,0,0,0,236,825,3
,,Greater than 15 ppm to 500 ppm sulfur,,"28,009",577,311,"1,466","2,431","32,794",120
,,,Bonded,995,0,0,10,91,"1,096",4
,,,Other,"27,014",577,311,"1,456","2,340","31,698",116
,,Greater than 500 ppm to 2000 ppm sulfur,,"24,487",10,176,75,"1,610","26,358",97
,,,Bonded,312,0,0,0,297,609,2
,,,Other,"24,175",10,176,75,"1,313","25,749",94
,,Greater than 2000 ppm sulfur,,"15,187",236,0,10,4,"15,437",57
,,,Bonded,240,0,0,0,0,240,1
,,,Other,"14,947",236,0,10,4,"15,197",56
,Residual Fuel Oil,,,"102,184","1,386","21,131",0,"11,690","136,391",500
,,Less than 0.31 percent sulfur,,"15,502",7,"2,607",0,"2,349","20,465",75
,,0.31 to 1.00 percent sulfur,,"33,660",782,"9,427",0,974,"44,843",164
,,Greater than 1.00 percent sulfur,,"53,022",597,"9,097",0,"8,367","71,083",260
,Petrochemical Feedstocks,,,"1,316",313,"81,885",0,81,"83,595",306
,,Naphtha for Petro. Feed. Use,,"1,263",125,"40,880",0,81,"42,349",155
,,Other Oils for Petro. Feed. Use,,53,188,"41,005",0,0,"41,246",151
,Special Naphthas,,,"1,885",303,"1,287",0,196,"3,671",13
,Lubricants,,,625,473,"1,434",0,174,"2,706",10
,Waxes,,,378,444,18,0,171,"1,011",4
,Petroleum Coke (Marketable),,,"5,026",30,"3,241",0,157,"8,454",31
,Asphalt and Road Oil,,,"9,297",630,246,297,360,"10,830",40
,Miscellaneous Products,,,0,38,0,0,5,43,0
Total,,,,"945,011","434,974","1,850,315","82,076","349,246","3,661,622","13,413"
