"Table 48.  Year-to-Date Exports of Crude Oil and Petroleum Products by PAD District, ",,,,,,,,,,
,,,      January-September 2005,,,,,,,
,,,      (Thousand Barrels),,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
Crude Oila,,,,"3,921","7,709",1,348,1,"11,979",44
Natural Gas Liquids,,,,903,"4,138","5,775",349,"5,565","16,730",61
,Pentanes Plus,,,4,"1,040",1,177,381,"1,602",6
,Liquefied Petroleum Gases,,,899,"3,099","5,774",172,"5,184","15,128",55
,,Ethane/Ethylene,,0,0,0,0,0,0,0
,,Propane/Propylene,,152,450,"5,241",12,"4,094","9,950",36
,,Normal Butane/Butylene,,746,"2,648",533,160,"1,090","5,177",19
,,Isobutane/Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,"1,558","1,168","14,884",13,"1,005","18,627",68
,Other Hydrocarbons/Oxygenates,,,892,"1,164","8,388",13,969,"11,427",42
,,Other Hydrocarbons/Hydrogen,,0,0,0,0,0,0,0
,,Oxygenates,,892,"1,164","8,388",13,969,"11,427",42
,, ,Fuel Ethanol (FE),0,0,0,0,0,0,0
,,,Methyl Tertiary Butyl Ether (MTBE),234,863,"7,456",0,16,"8,570",31
,,,Other Oxygenates,658,301,932,13,953,"2,856",10
,Motor Gasoline Blending Components (MGBC),,,665,4,"6,496",0,36,"7,201",26
,,Reformulated,,0,0,0,0,0,0,0
,,Conventional,,665,4,"6,496",0,36,"7,201",26
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"16,113","8,444","205,901",308,"60,602","291,368","1,067"
,Finished Motor Gasoline,,,"1,791",6,"33,582",0,"3,076","38,456",141
,,Reformulated,,401,1,"1,725",0,"1,139","3,267",12
,,Conventional,,"1,389",5,"31,857",0,"1,937","35,189",129
,Finished Aviation Gasoline,,,0,0,0,0,0,0,0
,Kerosene-Type Jet Fuel,,,"2,176",538,"8,343",6,"6,070","17,133",63
,Kerosene,,,14,7,715,0,24,759,3
,Distillate Fuel Oil,,,564,"2,933","33,089",1,"5,804","42,390",155
,,15 ppm sulfur and under,,0,0,0,0,0,0,0
,,Greater than 15 ppm to 500 ppm sulfur,,239,862,"8,736",1,"2,424","12,262",45
,,Greater than 500 ppm sulfur,,325,"2,071","24,352",0,"3,380","30,128",110
,Residual Fuel Oil,,,"6,041",522,"52,614",24,"14,833","74,034",271
,Naphtha For Petro. Feed. Use,,,0,0,0,0,0,0,0
,Other Oils for Petro. Feed. Use,,,0,0,0,0,0,0,0
,Special Naphthas,,,53,2,"2,587",2,"3,177","5,822",21
,Lubricants,,,"1,099","1,082","7,591",125,971,"10,868",40
,Waxes,,,371,242,489,4,124,"1,230",5
,Petroleum Coke,,,"3,115","1,802","64,994",16,"25,692","95,619",350
,Asphalt and Road Oil,,,750,"1,298",274,130,714,"3,166",12
,Miscellaneous Products,,,141,11,"1,622",0,117,"1,891",7
Total,,,,"22,495","21,459","226,561","1,018","67,172","338,705","1,241"
