"Table 35.  Imports of Crude Oil and Petroleum Products by PAD District, September 2005",,,,,,,,,,
,,,"     (Thousand Barrels, Except Where Noted)",,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
"Crude Oila,b",,,,"50,852","45,300","133,450","8,474","34,271","272,347","9,078"
Natural Gas Liquids and LRG's,,,,"1,693","2,702","7,066",363,65,"11,889",396
,Pentanes Plus,,,0,43,"1,588",13,0,"1,644",55
,Liquefied Petroleum Gases,,,"1,693","2,659","5,478",350,65,"10,245",342
,,Ethane,,0,0,5,0,0,5,0
,,Ethylene,,0,11,0,0,0,11,0
,,Propane,,"1,281","2,178","3,508",313,26,"7,306",244
,,Propylene,,230,122,0,0,0,352,12
,,Normal Butane,,125,93,"1,042",37,0,"1,297",43
,,Butylene,,0,0,307,0,39,346,12
,,Isobutane,,57,255,616,0,0,928,31
,,Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,"16,754",99,"21,351",0,"4,644","42,848","1,428"
,Other Hydrocarbons/Oxygenates,,,"1,369",0,426,0,126,"1,921",64
,,Other Hydrocarbons/Hydrogen,,0,0,352,0,125,477,16
,,Oxygenates,,"1,369",0,74,0,1,"1,444",48
,, ,Fuel Ethanol,0,0,0,0,1,1,0
,,,MTBE,"1,369",0,74,0,0,"1,443",48
,,,Other Oxygenatesc,0,0,0,0,0,0,0
,Unfinished Oilsa,,,"3,240",0,"16,944",0,"3,879","24,063",802
,,Naphthas and Lighter,,512,0,"3,408",0,197,"4,117",137
,,Kerosene and Light Gas Oils,,0,0,49,0,0,49,2
,,Heavy Gas Oils,,"2,470",0,"7,127",0,"3,682","13,279",443
,,Residuum,,258,0,"6,360",0,0,"6,618",221
,Motor Gasoline Blending Components,,,"12,145",99,"3,981",0,639,"16,864",562
,,Reformulated,,"2,320",0,0,0,0,"2,320",77
,,,GTAB,"1,751",0,0,0,0,"1,751",58
,,,RBOB for Blending with Ether,0,0,0,0,0,0,0
,,,RBOB for Blending with Alcohol,569,0,0,0,0,569,19
,,Conventional,,"9,825",99,"3,981",0,639,"14,544",485
,,,CBOB for Blending with Alcohol,0,0,138,0,200,338,11
,,,GTAB,"4,772",0,200,0,0,"4,972",166
,,,Other,"5,053",99,"3,643",0,439,"9,234",308
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"44,695",554,"12,448",179,"6,680","64,556","2,152"
,Finished Motor Gasoline,,,"18,615",22,600,0,692,"19,929",664
,,Reformulated,,"8,621",0,60,0,0,"8,681",289
,,,Reformulated Blended with Ether,"8,297",0,60,0,0,"8,357",279
,,,Reformulated Blended with Alcohol,324,0,0,0,0,324,11
,,,Reformulated (Non-Oxygenated),0,0,0,0,0,0,0
,,Conventional,,"9,994",22,540,0,692,"11,248",375
,,,Conventional Blended with Alcohol,0,12,0,0,0,12,0
,,,Conventional Other,"9,994",10,540,0,692,"11,236",375
,Finished Aviation Gasoline,,,76,3,0,1,0,80,3
,Kerosene-Type Jet Fuel,,,"2,678",0,472,7,"3,004","6,161",205
,,Bonded Aircraft Fuel,,0,0,0,0,"1,838","1,838",61
,,Other,,"2,678",0,472,7,"1,166","4,323",144
,Kerosene,,,158,0,0,0,0,158,5
,Distillate Fuel Oil,,,"6,845",53,0,169,834,"7,901",263
,,15 ppm sulfur and under,,260,0,0,0,26,286,10
,,,Bonded,0,0,0,0,26,26,1
,,,Other,260,0,0,0,0,260,9
,,Greater than 15 ppm to 500 ppm sulfur,,"2,841",21,0,161,483,"3,506",117
,,,Bonded,212,0,0,0,0,212,7
,,,Other,"2,629",21,0,161,483,"3,294",110
,,Greater than 500 ppm to 2000 ppm sulfur,,"2,378",0,0,8,325,"2,711",90
,,,Bonded,0,0,0,0,0,0,0
,,,Other,"2,378",0,0,8,325,"2,711",90
,,Greater than 2000 ppm,,"1,366",32,0,0,0,"1,398",47
,,,Bonded,0,0,0,0,0,0,0
,,,Other,"1,366",32,0,0,0,"1,398",47
,Residual Fuel Oil,,,"13,332",136,"3,907",0,"2,043","19,418",647
,,Less than 0.31 percent sulfur,,"1,460",0,672,0,578,"2,710",90
,,0.31 to 1.00 percent sulfur,,"5,754",93,"1,663",0,388,"7,898",263
,,Greater than 1.00 percent sulfur,,"6,118",43,"1,572",0,"1,077","8,810",294
,Petrochemical Feedstocks,,,459,36,"7,199",0,0,"7,694",256
,,Naphtha for Petro. Feed. Use,,455,18,"3,270",0,0,"3,743",125
,,Other Oils for Petro. Feed. Use,,4,18,"3,929",0,0,"3,951",132
,Special Naphthas,,,178,41,40,0,0,259,9
,Lubricants,,,37,66,0,0,23,126,4
,Waxes,,,57,57,1,0,11,126,4
,Petroleum Coke (Marketable),,,692,10,229,0,23,954,32
,Asphalt and Road Oil,,,"1,568",126,0,2,50,"1,746",58
,Miscellaneous Products,,,0,4,0,0,0,4,0
Total,,,,"113,994","48,655","174,315","9,016","45,660","391,640","13,055"
