"Table 47.  Exports of Crude Oil and Petroleum Products by PAD District, September 2005",,,,,,,,,,
,,,      (Thousand Barrels),,,,,,,
Commodity,,,,PAD Districts,,,,,U.S. Totals,
,,,,1,2,3,4,5,Total,Daily Average
Crude Oila,,,,300,395,0,32,0,727,24
Natural Gas Liquids,,,,20,391,491,30,503,"1,436",48
,Pentanes Plus,,,0,99,0,0,52,152,5
,Liquefied Petroleum Gases,,,20,292,491,30,451,"1,285",43
,,Ethane/Ethylene,,0,0,0,0,0,0,0
,,Propane/Propylene,,11,42,479,0,434,965,32
,,Normal Butane/Butylene,,9,251,13,30,17,319,11
,,Isobutane/Isobutylene,,0,0,0,0,0,0,0
Other Liquids,,,,100,22,"1,407",2,131,"1,661",55
,Other Hydrocarbons/Oxygenates,,,49,22,"1,203",2,129,"1,405",47
,,Other Hydrocarbons/Hydrogen,,0,0,0,0,0,0,0
,,Oxygenates,,49,22,"1,203",2,129,"1,405",47
,, ,Fuel Ethanol (FE),0,0,0,0,0,0,0
,,,Methyl Tertiary Butyl Ether (MTBE),1,0,"1,079",0,0,"1,079",36
,,,Other Oxygenates,48,22,124,2,129,325,11
,Motor Gasoline Blend. Comp,,,51,0,204,0,2,256,9
,,Reformulated,,0,0,0,0,0,0,0
,,Conventional,,51,0,204,0,2,256,9
,Aviation Gasoline Blend. Comp.,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,600,787,"14,792",46,"5,256","21,481",716
,Finished Motor Gasoline,,,19,0,"2,669",0,173,"2,860",95
,,Reformulated,,16,0,502,0,66,584,19
,,Conventional,,3,0,"2,167",0,106,"2,276",76
,Finished Aviation Gasoline,,,0,0,0,0,0,0,0
,Kerosene-Type Jet Fuel,,,27,102,55,0,284,469,16
,Kerosene,,,1,0,57,0,11,70,2
,Distillate Fuel Oil,,,3,221,"2,614",1,394,"3,233",108
,,15 ppm sulfur and under,,0,0,0,0,0,0,0
,,Greater than 15 ppm to 500 ppm sulfur,,2,63,937,1,314,"1,317",44
,,Greater than 500 ppm sulfur,,1,159,"1,677",0,80,"1,916",64
,Residual Fuel Oil,,,241,59,"3,121",3,811,"4,234",141
,Naphtha For Petro. Feed. Use,,,0,0,0,0,0,0,0
,Other Oils for Petro. Feed. Use,,,0,0,0,0,0,0,0
,Special Naphthas,,,5,0,271,0,448,724,24
,Lubricants,,,134,112,680,7,72,"1,004",33
,Waxes,,,42,34,68,0,19,164,5
,Petroleum Coke,,,8,176,"4,855",0,"2,938","7,977",266
,Asphalt and Road Oil,,,111,81,56,35,98,382,13
,Miscellaneous Products,,,7,0,347,0,8,363,12
Total,,,,"1,020","1,594","16,690",110,"5,890","25,305",844
