"Table 9.  PAD District 2--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, September 2005",,,,,,,,,,,,
,,        (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"13,415",-,"31,176","56,804","-2,683","-2,914","101,231",395,0,"60,442"
,"Cushing, Oklahoma",,-,-,-,-,-,"-2,045",-,-,-,"14,807"
Natural Gas Liquids and LRGs,,,"8,902","2,345","2,702","1,399",-,"-1,416","3,933",391,"12,440","42,025"
,Pentanes Plus,,"1,101",-,43,791,-,-1,"1,725",99,112,"2,290"
,Liquefied Petroleum Gases,,"7,801","2,345","2,659",608,-,"-1,415","2,208",292,"12,328","39,735"
,,Ethane/Ethylene,"3,343",0,11,"-1,329",-,-285,0,0,"2,310","2,564"
,,Propane/Propylene,"3,057","3,173","2,300","1,236",-,309,0,42,"9,415","23,253"
,,Normal Butane/Butylene,774,-556,93,285,-,"-1,170",897,251,618,"11,977"
,,Isobutane/Isobutylene,627,-272,255,416,-,-269,"1,311",0,-16,"1,941"
Other Liquids,,,-,-,99,"3,441","-8,294","-3,324",-265,22,"-1,187","27,427"
,Other Hydrocarbons/Oxygenates,,-,-,0,0,"3,538",238,"3,278",22,0,"2,489"
,Unfinished Oils,,-,-,0,549,-,"-1,734","3,470",0,"-1,187","11,210"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,99,"2,892","-11,832","-1,823","-7,018",0,0,"13,708"
,,Reformulated,-,-,0,"1,899","-1,786","-1,120","1,233",0,0,"4,848"
,,Conventional,-,-,99,993,"-10,046",-703,"-8,251",0,0,"8,860"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-5,5,0,0,20
Finished Petroleum Products,,,-,"107,988",554,"29,322","12,803","-4,599",-,787,"154,479","87,570"
,Finished Motor Gasoline,,-,"54,343",22,"15,061","12,803","3,526",-,0,"78,702","37,432"
,,Reformulated,-,"10,327",0,35,"1,962",-413,-,0,"12,736",78
,,Conventional,-,"44,016",22,"15,026","10,841","3,939",-,0,"65,966","37,354"
,Finished Aviation Gasoline,,-,150,3,37,-,-48,-,0,238,326
,Kerosene-Type Jet Fuel,,-,"6,482",0,"3,907",-,"-1,061",-,102,"11,348","6,561"
,Kerosene,,-,276,0,-23,-,40,-,0,213,825
,Distillate Fuel Oil,,-,"27,245",53,"9,875",-,"-3,916",-,221,"40,868","27,209"
,,15 ppm sulfur and under,-,174,0,156,-,-96,-,0,426,164
,,Greater than 15 ppm to 500 ppm sulfur,-,"21,678",21,"7,462",-,"-3,023",-,63,"32,121","19,978"
,,Greater than 500 ppm sulfur,-,"5,393",32,"2,257",-,-797,-,159,"8,320","7,067"
,Residual Fuel Oile,,-,"1,754",136,-166,-,"-1,134",-,59,"2,799","2,203"
,,Less than 0.31 percent sulfur,-,0,0,0,-,-286,-,-,-,486
,,0.31 to 1.00 percent sulfur,-,62,93,0,-,-841,-,-,-,409
,,Greater than 1.00 percent sulfur,-,"1,692",43,-166,-,-7,-,-,-,"1,308"
,Petrochemical Feedstocks,,-,"1,128",36,25,-,13,-,-,"1,176",447
,,Naphtha for Petro. Feed. Use,-,871,18,-44,-,31,-,-,814,311
,,Other Oils for Petro. Feed. Use,-,257,18,69,-,-18,-,-,362,136
,Special Naphthas,,-,142,41,30,-,-26,-,0,239,223
,Lubricants,,-,360,66,462,-,-209,-,112,985,"1,018"
,Waxes,,-,60,57,0,-,-22,-,34,105,60
,Petroleum Coke,,-,"4,490",10,-,-,-254,-,176,"4,578","1,300"
,,Marketable,-,"3,030",10,-,-,-254,-,176,"3,118","1,300"
,,Catalyst,-,"1,460",-,-,-,-,-,-,"1,460",-
,Asphalt and Road Oil,,-,"6,762",126,108,-,"-1,523",-,81,"8,438","9,670"
,Still Gas,,-,"4,408",-,-,-,-,-,-,"4,408",-
,Miscellaneous Products,,-,388,4,6,-,15,-,0,383,296
Total,,,"22,317","110,333","34,531","90,966","1,825","-12,253","104,899","1,594","165,732","217,464"
