"Table 8.  PAD District 1--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,        January-September 2005,,,,,,,,,
,,        (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,20,-,"1,610",9,17,11,"1,631",14,0
Natural Gas Liquids and LRGs,,,17,54,55,90,-,0,4,3,207
,Pentanes Plus,,3,-,0,0,-,0,0,0,3
,Liquefied Petroleum Gases,,14,54,55,90,-,0,4,3,204
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,1
,,Propane/Propylene,9,49,48,89,-,-5,0,1,199
,,Normal Butane/Butylene,3,9,5,1,-,5,1,3,9
,,Isobutane/Isobutylene,2,-4,2,0,-,0,4,0,-4
Other Liquids,,,-,-,510,21,30,-2,538,6,20
,Other Hydrocarbons/Oxygenates,,-,-,29,0,53,-2,81,3,0
,Unfinished Oils,,-,-,105,0,-,1,88,0,15
,Motor Gasoline Blend. Comp. (MGBC),,-,-,375,21,-23,-2,373,2,0
,,Reformulated,-,-,74,14,25,-2,116,0,0
,,Conventional,-,-,301,7,-47,1,257,2,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,-5,0,5
Finished Petroleum Products,,,-,"2,207","1,289","2,771",24,-3,-,59,"6,234"
,Finished Motor Gasoline,,-,"1,245",535,"1,487",24,-22,-,7,"3,306"
,,Reformulated,-,757,241,274,-25,-10,-,1,"1,256"
,,Conventional,-,488,294,"1,213",48,-12,-,5,"2,049"
,Finished Aviation Gasoline,,-,0,2,3,-,0,-,0,5
,Kerosene-Type Jet Fuel,,-,98,56,490,-,0,-,8,636
,Kerosene,,-,10,3,0,-,-4,-,0,17
,Distillate Fuel Oil,,-,497,250,701,-,37,-,2,"1,409"
,,15 ppm sulfur and under,-,0,2,0,-,0,-,0,2
,,Greater than 15 ppm to 500 ppm sulfur,-,272,103,450,-,-1,-,1,825
,,Greater than 500 ppm sulfur,-,225,145,251,-,38,-,1,582
,Residual Fuel Oile,,-,103,374,42,-,-21,-,22,518
,,Less than 0.31 percent sulfur,-,45,57,9,-,-8,-,-,-
,,0.31 to 1.00 percent sulfur,-,58,123,6,-,-10,-,-,-
,,Greater than 1.00 percent sulfur,-,-1,194,27,-,-2,-,-,-
,Petrochemical Feedstocks,,-,13,5,2,-,0,-,-,19
,,Naphtha for Petro. Feed. Use,-,13,5,3,-,0,-,-,19
,,Other Oils for Petro. Feed. Use,-,0,0,-1,-,0,-,-,-1
,Special Naphthas,,-,1,7,0,-,0,-,0,8
,Lubricants,,-,17,2,21,-,0,-,4,36
,Waxes,,-,0,1,0,-,0,-,1,1
,Petroleum Coke,,-,52,18,-,-,0,-,11,59
,,Marketable,-,19,18,-,-,0,-,11,26
,,Catalyst,-,33,-,-,-,-,-,-,33
,Asphalt and Road Oil,,-,103,34,23,-,7,-,3,151
,Still Gas,,-,68,-,-,-,-,-,-,68
,Miscellaneous Products,,-,1,0,2,-,0,-,1,3
Total,,,36,"2,261","3,463","2,890",71,6,"2,173",82,"6,461"
