"Table 6.   PAD District 1--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,         January-September 2005,,,,,,,,,,
,,        (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"5,382",-,"439,506","2,418","4,625","2,872","445,138","3,921",0,"17,347"
Natural Gas Liquids and LRGs,,,"4,568","14,651","14,958","24,531",-,105,"1,187",903,"56,513","6,818"
,Pentanes Plus,,771,-,0,0,-,18,0,4,749,30
,Liquefied Petroleum Gases,,"3,797","14,651","14,958","24,531",-,87,"1,187",899,"55,764","6,788"
,,Ethane/Ethylene,101,73,0,0,-,0,0,0,174,0
,,Propane/Propylene,"2,462","13,334","13,224","24,164",-,"-1,369",0,152,"54,401","4,225"
,,Normal Butane/Butylene,749,"2,364","1,314",367,-,"1,483",180,746,"2,385","2,407"
,,Isobutane/Isobutylene,485,"-1,120",420,0,-,-27,"1,007",0,"-1,195",156
Other Liquids,,,-,-,"139,200","5,702","8,293",-677,"146,819","1,558","5,495","24,516"
,Other Hydrocarbons/Oxygenates,,-,-,"7,995",0,"14,505",-600,"22,208",892,0,"1,749"
,Unfinished Oils,,-,-,"28,741",-49,-,382,"24,151",0,"4,159","8,364"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"102,464","5,751","-6,213",-424,"101,761",665,0,"14,320"
,,Reformulated,-,-,"20,242","3,953","6,723",-656,"31,574",0,0,"4,955"
,,Conventional,-,-,"82,222","1,798","-12,936",232,"70,187",665,0,"9,365"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-35,"-1,301",0,"1,336",83
Finished Petroleum Products,,,-,"602,599","351,762","756,422","6,416",-721,-,"16,113","1,701,806","129,419"
,Finished Motor Gasoline,,-,"339,785","146,096","405,970","6,416","-5,961",-,"1,791","902,437","39,112"
,,Reformulated,-,"206,559","65,840","74,838","-6,705","-2,817",-,401,"342,948","11,556"
,,Conventional,-,"133,226","80,256","331,132","13,121","-3,144",-,"1,389","559,490","27,556"
,Finished Aviation Gasoline,,-,-47,579,862,-,-11,-,0,"1,405",68
,Kerosene-Type Jet Fuel,,-,"26,741","15,412","133,693",-,16,-,"2,176","173,654","8,877"
,Kerosene,,-,"2,737",692,123,-,"-1,039",-,14,"4,577","2,159"
,Distillate Fuel Oil,,-,"135,723","68,272","191,321",-,"10,131",-,564,"384,621","60,212"
,,15 ppm sulfur and under,-,0,589,55,-,122,-,0,522,513
,,Greater than 15 ppm to 500 ppm sulfur,-,"74,369","28,009","122,867",-,-302,-,239,"225,308","18,573"
,,Greater than 500 ppm sulfur,-,"61,354","39,674","68,399",-,"10,311",-,325,"158,791","41,126"
,Residual Fuel Oile,,-,"28,039","102,184","11,462",-,"-5,678",-,"6,041","141,322","11,342"
,,Less than 0.31 percent sulfur,-,"12,352","15,502","2,372",-,"-2,274",-,-,-,"1,854"
,,0.31 to 1.00 percent sulfur,-,"15,957","33,660","1,606",-,"-2,837",-,-,-,"4,516"
,,Greater than 1.00 percent sulfur,-,-270,"53,022","7,484",-,-567,-,-,-,"4,972"
,Petrochemical Feedstocks,,-,"3,455","1,316",449,-,121,-,-,"5,099",426
,,Naphtha for Petro. Feed. Use,-,"3,455","1,263",699,-,121,-,-,"5,296",426
,,Other Oils for Petro. Feed. Use,-,0,53,-250,-,0,-,-,-197,0
,Special Naphthas,,-,362,"1,885",93,-,40,-,53,"2,247",63
,Lubricants,,-,"4,543",625,"5,628",-,-135,-,"1,099","9,832","1,685"
,Waxes,,-,119,378,0,-,-11,-,371,137,154
,Petroleum Coke,,-,"14,192","5,026",-,-,-15,-,"3,115","16,118",158
,,Marketable,-,"5,196","5,026",-,-,-15,-,"3,115","7,122",158
,,Catalyst,-,"8,996",-,-,-,-,-,-,"8,996",-
,Asphalt and Road Oil,,-,"28,092","9,297","6,299",-,"1,826",-,750,"41,112","5,041"
,Still Gas,,-,"18,498",-,-,-,-,-,-,"18,498",-
,Miscellaneous Products,,-,360,0,522,-,-5,-,141,746,122
Total,,,"9,950","617,250","945,426","789,073","19,333","1,579","593,144","22,495","1,763,815","178,100"
