"Table 21.  PAD District 5--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, September 2005",,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"45,658",-,"34,271",0,273,"-1,348","81,550",0,0,"50,301"
Natural Gas Liquids and LRGs,,,"2,044","2,029",65,0,-,907,"1,752",503,976,"5,746"
,Pentanes Plus,,954,-,0,0,-,229,666,52,7,242
,Liquefied Petroleum Gases,,"1,090","2,029",65,0,-,678,"1,086",451,969,"5,504"
,,Ethane/Ethylene,5,0,0,0,-,0,0,0,5,0
,,Propane/Propylene,419,"1,740",26,0,-,326,0,434,"1,425","2,178"
,,Normal Butane/Butylene,166,679,39,0,-,233,689,17,-55,"2,646"
,,Isobutane/Isobutylene,500,-390,0,0,-,119,397,0,-406,680
Other Liquids,,,-,-,"4,644",383,"4,447","3,351","4,614",131,"1,378","42,659"
,Other Hydrocarbons/Oxygenates,,-,-,126,0,"2,875",-27,"2,899",129,0,"1,586"
,Unfinished Oils,,-,-,"3,879",115,-,"2,890",-274,0,"1,378","20,931"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,639,268,"1,572",488,"1,989",2,0,"20,142"
,,Reformulated,-,-,0,68,"2,070",204,"1,934",0,0,"10,376"
,,Conventional,-,-,639,200,-498,284,55,2,0,"9,766"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0,0
Finished Petroleum Products,,,-,"91,497","6,680","3,342","-1,456","1,912",-,"5,256","92,895","41,551"
,Finished Motor Gasoline,,-,"44,555",692,"2,955","-1,456",78,-,173,"46,496","9,455"
,,Reformulated,-,"32,582",0,"1,476","-2,070",574,-,66,"31,348","1,956"
,,Conventional,-,"11,973",692,"1,479",614,-496,-,106,"15,148","7,499"
,Finished Aviation Gasoline,,-,70,0,0,-,-3,-,0,73,283
,Kerosene-Type Jet Fuel,,-,"13,144","3,004",147,-,"1,701",-,284,"14,310","9,544"
,Kerosene,,-,4,0,0,-,4,-,11,-11,91
,Distillate Fuel Oil,,-,"16,738",834,269,-,129,-,394,"17,318","11,258"
,,15 ppm sulfur and under,-,424,26,0,-,8,-,0,442,604
,,Greater than 15 ppm to 500 ppm sulfur,-,"13,656",483,269,-,10,-,314,"14,084","8,263"
,,Greater than 500 ppm sulfur,-,"2,658",325,0,-,111,-,80,"2,792","2,391"
,Residual Fuel Oile,,-,"4,303","2,043",0,-,94,-,811,"5,441","5,400"
,,Less than 0.31 percent sulfur,-,212,578,0,-,-48,-,-,-,217
,,0.31 to 1.00 percent sulfur,-,"1,526",388,0,-,311,-,-,-,"1,450"
,,Greater than 1.00 percent sulfur,-,"2,565","1,077",0,-,-145,-,-,-,"3,572"
,Petrochemical Feedstocks,,-,266,0,0,-,-6,-,-,272,113
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0,0
,,Other Oils for Petro. Feed. Use,-,266,0,0,-,-6,-,-,272,113
,Special Naphthas,,-,103,0,0,-,-3,-,448,-342,32
,Lubricants,,-,657,23,-29,-,-20,-,72,599,"1,100"
,Waxes,,-,0,11,0,-,0,-,19,-8,0
,Petroleum Coke,,-,"5,299",23,-,-,149,-,"2,938","2,235","2,565"
,,Marketable,-,"4,078",23,-,-,149,-,"2,938","1,014","2,565"
,,Catalyst,-,"1,221",-,-,-,-,-,0,"1,221",-
,Asphalt and Road Oil,,-,"1,677",50,0,-,-229,-,98,"1,858","1,545"
,Still Gas,,-,"4,431",-,-,-,-,-,0,"4,431",-
,Miscellaneous Products,,-,250,0,0,-,18,-,8,224,165
Total,,,"47,702","93,526","45,660","3,725","3,265","4,822","87,916","5,890","95,249","140,257"
