"Table 18.  PAD District 4--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-September 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"87,996",-,"92,686","-19,913","-7,076",427,"152,918",348,0,"12,799"
Natural Gas Liquids and LRGs,,,"56,134","1,688","2,006","-45,028",-,134,"4,158",349,"10,159","1,685"
,Pentanes Plus,,"8,128",-,131,"-4,913",-,9,"1,663",177,"1,497",175
,Liquefied Petroleum Gases,,"48,006","1,688","1,875","-40,115",-,125,"2,495",172,"8,662","1,510"
,,Ethane/Ethylene,"23,291",0,0,"-21,961",-,-7,0,0,"1,337",322
,,Propane/Propylene,"15,540","2,285","1,537","-11,070",-,54,0,12,"8,226",690
,,Normal Butane/Butylene,"6,472",-39,338,"-4,079",-,49,"1,252",160,"1,231",314
,,Isobutane/Isobutylene,"2,703",-558,0,"-3,005",-,29,"1,243",0,"-2,132",184
Other Liquids,,,-,-,0,0,"3,632",-581,"4,833",13,-633,"4,117"
,Other Hydrocarbons/Oxygenates,,-,-,0,0,"1,763",-25,"1,775",13,0,80
,Unfinished Oils,,-,-,0,0,-,98,535,0,-633,"2,688"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,0,"1,869",-654,"2,523",0,0,"1,349"
,,Reformulated,-,-,0,0,0,0,0,0,0,0
,,Conventional,-,-,0,0,"1,869",-654,"2,523",0,0,"1,349"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0,0
Finished Petroleum Products,,,-,"165,677","1,995","8,460","-1,689","-1,530",-,308,"175,666","9,108"
,Finished Motor Gasoline,,-,"78,223",60,"5,990","-1,689",-414,-,0,"82,998","4,247"
,,Reformulated,-,0,0,0,0,0,-,0,0,0
,,Conventional,-,"78,223",60,"5,990","-1,689",-414,-,0,"82,998","4,247"
,Finished Aviation Gasoline,,-,84,16,0,-,-27,-,0,127,28
,Kerosene-Type Jet Fuel,,-,"8,310",71,"2,995",-,81,-,6,"11,289",645
,Kerosene,,-,300,0,-136,-,45,-,0,119,102
,Distillate Fuel Oil,,-,"47,331","1,551",-389,-,"-1,063",-,1,"49,555","2,219"
,,15 ppm sulfur and under,-,0,0,0,-,0,-,0,0,0
,,Greater than 15 ppm to 500 ppm sulfur,-,"40,028","1,466",-283,-,-833,-,1,"42,043","1,837"
,,Greater than 500 ppm sulfur,-,"7,303",85,-106,-,-230,-,0,"7,512",382
,Residual Fuel Oile,,-,"4,119",0,0,-,74,-,24,"4,021",415
,,Less than 0.31 percent sulfur,-,383,0,0,-,-4,-,-,-,10
,,0.31 to 1.00 percent sulfur,-,"1,075",0,0,-,-11,-,-,-,97
,,Greater than 1.00 percent sulfur,-,"2,661",0,0,-,89,-,-,-,308
,Petrochemical Feedstocks,,-,213,0,0,-,0,-,-,213,0
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0,0
,,Other Oils for Petro. Feed. Use,-,213,0,0,-,0,-,-,213,0
,Special Naphthas,,-,-1,0,0,-,-1,-,2,-2,3
,Lubricants,,-,0,0,0,-,0,-,125,-125,0
,Waxes,,-,611,0,0,-,-27,-,4,634,4
,Petroleum Coke,,-,"5,108",0,-,-,33,-,16,"5,059",91
,,Marketable,-,"3,122",0,-,-,33,-,16,"3,073",91
,,Catalyst,-,"1,986",-,-,-,-,-,-,"1,986",-
,Asphalt and Road Oil,,-,"14,421",297,0,-,-207,-,130,"14,795","1,344"
,Still Gas,,-,"6,312",-,-,-,-,-,-,"6,312",-
,Miscellaneous Products,,-,646,0,0,-,-24,-,0,670,10
Total,,,"144,130","167,365","96,687","-56,481","-5,133","-1,550","161,909","1,018","185,191","27,709"
