"Table 17.  PAD District 4--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, September 2005",,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"10,011",-,"10,336","-3,340",797,405,"17,367",32,0,"12,799"
Natural Gas Liquids and LRGs,,,"6,080",150,363,"-4,752",-,18,530,30,"1,263","1,685"
,Pentanes Plus,,900,-,13,-520,-,5,213,0,175,175
,Liquefied Petroleum Gases,,"5,180",150,350,"-4,232",-,13,317,30,"1,088","1,510"
,,Ethane/Ethylene,"2,511",0,0,"-2,332",-,-1,0,0,180,322
,,Propane/Propylene,"1,673",256,313,"-1,207",-,62,0,0,973,690
,,Normal Butane/Butylene,702,-47,37,-440,-,-53,152,30,123,314
,,Isobutane/Isobutylene,294,-59,0,-253,-,5,165,0,-188,184
Other Liquids,,,-,-,0,0,817,591,327,2,-103,"4,117"
,Other Hydrocarbons/Oxygenates,,-,-,0,0,205,14,189,2,0,80
,Unfinished Oils,,-,-,0,0,-,281,-178,0,-103,"2,688"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,0,612,296,316,0,0,"1,349"
,,Reformulated,-,-,0,0,0,0,0,0,0,0
,,Conventional,-,-,0,0,612,296,316,0,0,"1,349"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0,0
Finished Petroleum Products,,,-,"18,737",179,421,-620,-338,-,46,"19,009","9,108"
,Finished Motor Gasoline,,-,"8,829",0,223,-620,187,-,0,"8,245","4,247"
,,Reformulated,-,0,0,0,0,0,-,0,0,0
,,Conventional,-,"8,829",0,223,-620,187,-,0,"8,245","4,247"
,Finished Aviation Gasoline,,-,13,1,0,-,-4,-,0,18,28
,Kerosene-Type Jet Fuel,,-,958,7,206,-,4,-,0,"1,167",645
,Kerosene,,-,44,0,0,-,38,-,0,6,102
,Distillate Fuel Oil,,-,"5,266",169,-8,-,-143,-,1,"5,569","2,219"
,,15 ppm sulfur and under,-,0,0,0,-,0,-,0,0,0
,,Greater than 15 ppm to 500 ppm sulfur,-,"4,372",161,-8,-,-180,-,1,"4,704","1,837"
,,Greater than 500 ppm sulfur,-,894,8,0,-,37,-,0,865,382
,Residual Fuel Oile,,-,415,0,0,-,-52,-,3,464,415
,,Less than 0.31 percent sulfur,-,52,0,0,-,4,-,-,-,10
,,0.31 to 1.00 percent sulfur,-,115,0,0,-,-40,-,-,-,97
,,Greater than 1.00 percent sulfur,-,248,0,0,-,-16,-,-,-,308
,Petrochemical Feedstocks,,-,28,0,0,-,0,-,-,28,0
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0,0
,,Other Oils for Petro. Feed. Use,-,28,0,0,-,0,-,-,28,0
,Special Naphthas,,-,0,0,0,-,0,-,0,0,3
,Lubricants,,-,0,0,0,-,0,-,7,-7,0
,Waxes,,-,69,0,0,-,-6,-,0,75,4
,Petroleum Coke,,-,592,0,-,-,41,-,0,551,91
,,Marketable,-,373,0,-,-,41,-,0,332,91
,,Catalyst,-,219,-,-,-,-,-,-,219,-
,Asphalt and Road Oil,,-,"1,739",2,0,-,-402,-,35,"2,108","1,344"
,Still Gas,,-,707,-,-,-,-,-,-,707,-
,Miscellaneous Products,,-,77,0,0,-,-1,-,0,78,10
Total,,,"16,091","18,887","10,878","-7,671",995,676,"18,224",110,"20,169","27,709"
