"Table 13.  PAD District 3--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, September 2005",,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"56,732",-,"145,712","-53,721","9,403","-9,372","167,498",0,0,"859,881"
,Commercial,,"56,732",-,"145,712",-,"9,403","-2,305","167,498",0,-,"166,222"
,Strategic Petroleum Reserve (SPR),,-,-,0,-,-,"-7,067",-,-,-,"693,659"
,,Imports by SPR,-,-,0,-,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,0,-,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"26,722","6,864","7,066",708,-,"1,820","6,662",491,"32,387","100,342"
,Pentanes Plus,,"4,266",-,"1,588",-271,-,506,"2,688",0,"2,389","7,625"
,Liquefied Petroleum Gases,,"22,456","6,864","5,478",979,-,"1,314","3,974",491,"29,998","92,717"
,,Ethane/Ethylene,"10,400",464,5,"3,661",-,"3,148",0,0,"11,382","23,050"
,,Propane/Propylene,"7,553","7,449","3,508","-2,667",-,"2,984",0,479,"12,380","38,682"
,,Normal Butane/Butylene,"1,316",-969,"1,349",148,-,"-4,330","1,830",13,"4,331","26,816"
,,Isobutane/Isobutylene,"3,187",-80,616,-163,-,-488,"2,144",0,"1,904","4,169"
Other Liquids,,,-,-,"21,351","-4,061","1,007","2,098","14,427","1,407",365,"68,049"
,Other Hydrocarbons/Oxygenates,,-,-,426,0,"2,893",-272,"2,388","1,203",0,"2,482"
,Unfinished Oils,,-,-,"16,944",-638,-,"2,330","13,609",0,367,"46,751"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"3,981","-3,423","-1,886",43,"-1,575",204,0,"18,813"
,,Reformulated,-,-,0,"-2,215",-642,-98,"-2,759",0,0,"1,317"
,,Conventional,-,-,"3,981","-1,208","-1,244",141,"1,184",204,0,"17,496"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-3,5,0,-2,3
Finished Petroleum Products,,,-,"193,089","12,448","-103,173","2,006","-12,392",-,"14,792","101,969","113,624"
,Finished Motor Gasoline,,-,"91,814",600,"-56,512","2,006","-3,814",-,"2,669","39,053","37,873"
,,Reformulated,-,"15,905",60,"-7,407",684,"-1,193",-,502,"9,933","6,841"
,,Conventional,-,"75,909",540,"-49,105","1,322","-2,621",-,"2,167","29,120","31,032"
,Finished Aviation Gasoline,,-,241,0,-101,-,-91,-,0,231,458
,Kerosene-Type Jet Fuel,,-,"16,876",472,"-15,920",-,"-2,508",-,55,"3,881","11,854"
,Kerosene,,-,"1,200",0,0,-,-19,-,57,"1,162",966
,Distillate Fuel Oil,,-,"42,485",0,"-27,500",-,"-8,270",-,"2,614","20,641","26,818"
,,15 ppm sulfur and under,-,79,0,-156,-,-20,-,0,-57,124
,,Greater than 15 ppm to 500 ppm sulfur,-,"31,745",0,"-19,619",-,"-6,626",-,937,"17,815","18,531"
,,Greater than 500 ppm sulfur,-,"10,661",0,"-7,725",-,"-1,624",-,"1,677","2,883","8,163"
,Residual Fuel Oile,,-,"6,805","3,907","-1,119",-,"2,166",-,"3,121","4,306","14,880"
,,Less than 0.31 percent sulfur,-,425,672,-165,-,574,-,-,-,"1,293"
,,0.31 to 1.00 percent sulfur,-,404,"1,663",0,-,897,-,-,-,"4,065"
,,Greater than 1.00 percent sulfur,-,"5,976","1,572",-954,-,707,-,-,-,"9,521"
,Petrochemical Feedstocks,,-,"6,744","7,199",-64,-,-81,-,-,"13,960","2,267"
,,Naphtha for Petro. Feed. Use,-,"2,827","3,270",-25,-,27,-,-,"6,045","1,110"
,,Other Oils for Petro. Feed. Use,-,"3,917","3,929",-39,-,-108,-,-,"7,915","1,157"
,Special Naphthas,,-,684,40,-37,-,-136,-,271,552,982
,Lubricants,,-,"2,920",0,-969,-,-47,-,680,"1,318","6,166"
,Waxes,,-,215,1,0,-,-46,-,68,194,224
,Petroleum Coke,,-,"10,275",229,-,-,394,-,"4,855","5,255","6,056"
,,Marketable,-,"7,387",229,-,-,394,-,"4,855","2,367","6,056"
,,Catalyst,-,"2,888",-,-,-,-,-,-,"2,888",-
,Asphalt and Road Oil,,-,"3,640",0,-943,-,35,-,56,"2,606","4,087"
,Still Gas,,-,"8,271",-,-,-,-,-,-,"8,271",-
,Miscellaneous Products,,-,919,0,-8,-,25,-,347,539,993
Total,,,"83,454","199,953","186,577","-160,247","12,415","-17,846","188,587","16,690","134,721","1,141,896"
