"Table 12.  PAD District 2--Year-to-Date Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  ",,,,,,,,,,,
,,          January-September 2005,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,438,-,"1,010","1,900",-25,-2,"3,297",28,0
,"Cushing, Oklahoma",,-,-,-,-,-,-6,-,-,-
Natural Gas Liquids and LRGs,,,306,120,93,26,-,37,95,15,398
,Pentanes Plus,,33,0,1,22,-,0,43,4,10
,Liquefied Petroleum Gases,,273,120,92,4,-,37,52,11,388
,,Ethane/Ethylene,120,0,0,-63,-,-4,0,0,62
,,Propane/Propylene,102,109,82,42,-,18,0,2,316
,,Normal Butane/Butylene,32,20,6,8,-,22,17,10,16
,,Isobutane/Isobutylene,18,-9,5,16,-,1,35,0,-5
Other Liquids,,,-,-,0,158,-217,-5,-31,4,-27
,Other Hydrocarbons/Oxygenates,,-,-,0,0,110,0,106,4,0
,Unfinished Oils,,-,-,0,29,-,-4,60,0,-27
,Motor Gasoline Blend. Comp. (MGBC),,-,-,0,129,-327,-1,-197,0,0
,,Reformulated,-,-,0,87,-30,-1,57,0,0
,,Conventional,-,-,0,42,-297,0,-254,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,431",18,"1,076",359,-24,-,31,"4,877"
,Finished Motor Gasoline,,-,"1,687",1,561,359,-8,-,0,"2,616"
,,Reformulated,-,359,0,1,33,0,-,0,394
,,Conventional,-,"1,328",1,560,326,-8,-,0,"2,223"
,Finished Aviation Gasoline,,-,4,0,2,-,0,-,0,7
,Kerosene-Type Jet Fuel,,-,219,0,143,-,-1,-,2,362
,Kerosene,,-,8,0,1,-,0,-,0,9
,Distillate Fuel Oil,,-,897,3,346,-,-9,-,11,"1,245"
,,15 ppm sulfur and under,-,4,0,4,-,0,-,0,9
,,Greater than 15 ppm to 500 ppm sulfur,-,708,2,283,-,-11,-,3,"1,000"
,,Greater than 500 ppm sulfur,-,185,1,59,-,2,-,8,236
,Residual Fuel Oile,,-,55,5,-3,-,1,-,2,54
,,Less than 0.31 percent sulfur,-,0,0,0,-,1,-,-,-
,,0.31 to 1.00 percent sulfur,-,3,3,0,-,0,-,-,-
,,Greater than 1.00 percent sulfur,-,52,2,-3,-,0,-,-,-
,Petrochemical Feedstocks,,-,39,1,2,-,0,-,-,42
,,Naphtha for Petro. Feed. Use,-,29,0,-1,-,0,-,-,29
,,Other Oils for Petro. Feed. Use,-,9,1,3,-,0,-,-,13
,Special Naphthas,,-,5,1,3,-,0,-,0,10
,Lubricants,,-,13,2,15,-,-1,-,4,27
,Waxes,,-,3,2,0,-,0,-,1,4
,Petroleum Coke,,-,153,-,-,-,-1,-,7,147
,,Marketable,-,105,0,-,-,-1,-,7,100
,,Catalyst,-,47,-,-,-,-,-,-,47
,Asphalt and Road Oil,,-,197,2,6,-,-2,-,5,203
,Still Gas,,-,140,0,-,-,-,-,-,140
,Miscellaneous Products,,-,13,0,0,-,-1,-,0,13
Total,,,744,"3,551","1,121","3,161",117,6,"3,362",79,"5,248"
