"Table 15.  PAD District 3--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  September 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,891",-,"4,857","-1,791",313,-312,"5,583",0,0
,Commercial,,"1,891",-,"4,857",-,313,-77,"5,583",0,-
,Strategic Petroleum Reserve (SPR),,-,-,0,-,-,-236,-,-,-
,,Imports by SPR,-,-,0,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,0,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,891,229,236,24,-,61,222,16,"1,080"
,Pentanes Plus,,142,-,53,-9,-,17,90,0,80
,Liquefied Petroleum Gases,,749,229,183,33,-,44,132,16,"1,000"
,,Ethane/Ethylene,347,15,0,122,-,105,0,0,379
,,Propane/Propylene,252,248,117,-89,-,99,0,16,413
,,Normal Butane/Butylene,44,-32,45,5,-,-144,61,0,144
,,Isobutane/Isobutylene,106,-3,21,-5,-,-16,71,0,63
Other Liquids,,,-,-,712,-135,34,70,481,47,12
,Other Hydrocarbons/Oxygenates,,-,-,14,0,96,-9,80,40,0
,Unfinished Oils,,-,-,565,-21,-,78,454,0,12
,Motor Gasoline Blend. Comp. (MGBC),,-,-,133,-114,-63,1,-53,7,0
,,Reformulated,-,-,0,-74,-21,-3,-92,0,0
,,Conventional,-,-,133,-40,-41,5,39,7,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"6,436",415,"-3,439",67,-413,-,493,"3,399"
,Finished Motor Gasoline,,-,"3,060",20,"-1,884",67,-127,-,89,"1,302"
,,Reformulated,-,530,2,-247,23,-40,-,17,331
,,Conventional,-,"2,530",18,"-1,637",44,-87,-,72,971
,Finished Aviation Gasoline,,-,8,0,-3,-,-3,-,0,8
,Kerosene-Type Jet Fuel,,-,563,16,-531,-,-84,-,2,129
,Kerosene,,-,40,0,0,-,-1,-,2,39
,Distillate Fuel Oil,,-,"1,416",0,-917,-,-276,-,87,688
,,15 ppm sulfur and under,-,3,0,-5,-,-1,-,0,-2
,,Greater than 15 ppm to 500 ppm sulfur,-,"1,058",0,-654,-,-221,-,31,594
,,Greater than 500 ppm sulfur,-,355,0,-258,-,-54,-,56,96
,Residual Fuel Oile,,-,227,130,-37,-,72,-,104,144
,,Less than 0.31 percent sulfur,-,14,22,-6,-,19,-,-,-
,,0.31 to 1.00 percent sulfur,-,13,55,0,-,30,-,-,-
,,Greater than 1.00 percent sulfur,-,199,52,-32,-,24,-,-,-
,Petrochemical Feedstocks,,-,225,240,-2,-,-3,-,-,465
,,Naphtha for Petro. Feed. Use,-,94,109,-1,-,1,-,-,202
,,Other Oils for Petro. Feed. Use,-,131,131,-1,-,-4,-,-,264
,Special Naphthas,,-,23,1,-1,-,-5,-,9,18
,Lubricants,,-,97,0,-32,-,-2,-,23,44
,Waxes,,-,7,0,0,-,-2,-,2,6
,Petroleum Coke,,-,343,8,-,-,13,-,162,175
,,Marketable,-,246,8,-,-,13,-,162,79
,,Catalyst,-,96,-,-,-,-,-,-,96
,Asphalt and Road Oil,,-,121,0,-31,-,1,-,2,87
,Still Gas,,-,276,-,-,-,-,-,-,276
,Miscellaneous Products,,-,31,0,0,-,1,-,12,18
Total,,,"2,782","6,665","6,219","-5,342",414,-595,"6,286",556,"4,491"
