"Table 7.  PAD District 1--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  September 2005",,,,,,,,,,,
,,        (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,20,-,"1,695",9,68,62,"1,719",10,0
Natural Gas Liquids and LRGs,,,17,13,56,88,-,-8,5,1,177
,Pentanes Plus,,3,-,0,0,-,0,0,0,3
,Liquefied Petroleum Gases,,14,13,56,88,-,-8,5,1,174
,,Ethane/Ethylene,0,0,0,0,-,0,0,0,1
,,Propane/Propylene,9,45,50,88,-,1,0,0,191
,,Normal Butane/Butylene,3,-25,4,0,-,-7,3,0,-14
,,Isobutane/Isobutylene,1,-7,2,0,-,-3,3,0,-4
Other Liquids,,,-,-,558,8,54,36,579,3,1
,Other Hydrocarbons/Oxygenates,,-,-,46,0,51,4,91,2,0
,Unfinished Oils,,-,-,108,-1,-,23,88,0,-4
,Motor Gasoline Blend. Comp. (MGBC),,-,-,405,9,2,10,405,2,0
,,Reformulated,-,-,77,8,44,43,87,0,0
,,Conventional,-,-,328,1,-42,-33,317,2,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,-5,0,6
Finished Petroleum Products,,,-,"2,374","1,490","2,336",-2,122,-,20,"6,056"
,Finished Motor Gasoline,,-,"1,358",621,"1,276",-2,104,-,1,"3,147"
,,Reformulated,-,801,287,197,-44,27,-,1,"1,214"
,,Conventional,-,556,333,"1,079",42,78,-,0,"1,933"
,Finished Aviation Gasoline,,-,0,3,2,-,0,-,0,5
,Kerosene-Type Jet Fuel,,-,108,89,389,-,3,-,1,582
,Kerosene,,-,5,5,1,-,0,-,0,10
,Distillate Fuel Oile,,-,512,228,579,-,18,-,0,"1,301"
,,Greater than 15 ppm to 500 ppm sulfur,-,0,9,0,-,-1,-,0,10
,,Greater than 15 ppm to 500 ppm,-,311,95,397,-,-26,-,0,828
,,Greater than 500 ppm sulfur,-,202,125,182,-,45,-,0,463
,Residual Fuel Oilf,,-,108,444,43,-,-18,-,8,605
,,Less than 0.31 percent sulfur,-,45,49,6,-,-24,-,-,-
,,0.31 to 1.00 percent sulfur,-,77,192,0,-,13,-,-,-
,,Greater than 1.00 percent sulfur,-,-13,204,37,-,-7,-,-,-
,Petrochemical Feedstocks,,-,11,15,1,-,0,-,-,28
,,Naphtha for Petro. Feed. Use,-,11,15,2,-,0,-,-,29
,,Other Oils for Petro. Feed. Use,-,0,0,-1,-,0,-,-,-1
,Special Naphthas,,-,2,6,0,-,0,-,0,8
,Lubricants,,-,17,1,18,-,-4,-,4,36
,Waxes,,-,0,2,0,-,-1,-,1,1
,Petroleum Coke,,-,52,23,-,-,1,-,0,74
,,Marketable,-,19,23,-,-,1,-,0,41
,,Catalyst,-,33,-,-,-,-,-,-,33
,Asphalt and Road Oil,,-,129,52,28,-,19,-,4,186
,Still Gas,,-,71,-,-,-,-,-,-,71
,Miscellaneous Products,,-,1,0,0,-,0,-,0,1
Total,,,37,"2,387","3,800","2,441",119,212,"2,304",34,"6,234"
