"Table 11.  PAD District 2--Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  September 2005",,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,447,-,"1,039","1,893",-89,-97,"3,374",13,0
,"Cushing, Oklahoma",,-,-,-,-,-,-68,-,-,-
Natural Gas Liquids and LRGs,,,297,78,90,47,-,-47,131,13,415
,Pentanes Plus,,37,0,1,26,-,0,58,3,4
,Liquefied Petroleum Gases,,260,78,89,20,-,-47,74,10,411
,,Ethane/Ethylene,111,0,0,-44,-,-10,0,0,77
,,Propane/Propylene,102,106,77,41,-,10,0,1,314
,,Normal Butane/Butylene,26,-19,3,10,-,-39,30,8,21
,,Isobutane/Isobutylene,21,-9,9,14,-,-9,44,0,-1
Other Liquids,,,-,-,3,115,-276,-111,-9,1,-40
,Other Hydrocarbons/Oxygenates,,-,-,0,0,118,8,109,1,0
,Unfinished Oils,,-,-,0,18,-,-58,116,0,-40
,Motor Gasoline Blend. Comp. (MGBC),,-,-,3,96,-394,-61,-234,0,0
,,Reformulated,-,-,0,63,-60,-37,41,0,0
,,Conventional,-,-,3,33,-335,-23,-275,0,0
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,0,0,0,0
Finished Petroleum Products,,,-,"3,600",18,977,427,-153,-,26,"5,149"
,Finished Motor Gasoline,,-,"1,811",1,502,427,118,-,0,"2,623"
,,Reformulated,-,344,0,1,65,-14,-,0,425
,,Conventional,-,"1,467",1,501,361,131,-,0,"2,199"
,Finished Aviation Gasoline,,-,5,0,1,-,-2,-,0,8
,Kerosene-Type Jet Fuel,,-,216,0,130,-,-35,-,3,378
,Kerosene,,-,9,0,-1,-,1,-,0,7
,Distillate Fuel Oil,,-,908,2,329,-,-131,-,7,"1,362"
,,15 ppm sulfur and under,-,6,0,5,-,-3,-,0,14
,,Greater than 15 ppm to 500 ppm sulfur,-,723,1,249,-,-101,-,2,"1,071"
,,Greater than 500 ppm sulfur,-,180,1,75,-,-27,-,5,277
,Residual Fuel Oile,,-,58,5,-6,-,-38,-,2,93
,,Less than 0.31 percent sulfur,-,0,0,0,-,-10,-,-,-
,,0.31 to 1.00 percent sulfur,-,2,3,0,-,-28,-,-,-
,,Greater than 1.00 percent sulfur,-,56,1,-6,-,0,-,-,-
,Petrochemical Feedstocks,,-,38,1,1,-,0,-,-,39
,,Naphtha for Petro. Feed. Use,-,29,1,-1,-,1,-,-,27
,,Other Oils for Petro. Feed. Use,-,9,1,2,-,-1,-,-,12
,Special Naphthas,,-,5,1,1,-,-1,-,0,8
,Lubricants,,-,12,2,15,-,-7,-,4,33
,Waxes,,-,2,2,0,-,-1,-,1,3
,Petroleum Coke,,-,150,-,-,-,-8,-,6,153
,,Marketable,-,101,0,-,-,-8,-,6,104
,,Catalyst,-,49,-,-,-,-,-,-,49
,Asphalt and Road Oil,,-,225,4,4,-,-51,-,3,281
,Still Gas,,-,147,0,-,-,-,-,-,147
,Miscellaneous Products,,-,13,0,0,-,1,-,0,13
Total,,,744,"3,678","1,151","3,032",61,-408,"3,497",53,"5,524"
