"Table 5.  PAD District 1--Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products,  September 2005",,,,,,,,,,,,
,,        (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stocks
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,595,-,"50,852",257,"2,028","1,851","51,580",300,0,"17,347"
Natural Gas Liquids and LRGs,,,508,390,"1,693","2,645",-,-238,157,20,"5,297","6,818"
,Pentanes Plus,,90,-,0,0,-,5,0,0,85,30
,Liquefied Petroleum Gases,,418,390,"1,693","2,645",-,-243,157,20,"5,212","6,788"
,,Ethane/Ethylene,5,10,0,0,-,0,0,0,15,0
,,Propane/Propylene,278,"1,350","1,511","2,638",-,42,0,11,"5,724","4,225"
,,Normal Butane/Butylene,95,-758,125,7,-,-200,80,9,-420,"2,407"
,,Isobutane/Isobutylene,40,-212,57,0,-,-85,77,0,-107,156
Other Liquids,,,-,-,"16,754",237,"1,611","1,092","17,371",100,39,"24,516"
,Other Hydrocarbons/Oxygenates,,-,-,"1,369",0,"1,537",114,"2,743",49,0,"1,749"
,Unfinished Oils,,-,-,"3,240",-26,-,695,"2,651",0,-132,"8,364"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"12,145",263,74,295,"12,136",51,0,"14,320"
,,Reformulated,-,-,"2,320",248,"1,334","1,289","2,613",0,0,"4,955"
,,Conventional,-,-,"9,825",15,"-1,260",-994,"9,523",51,0,"9,365"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-12,-159,0,171,83
Finished Petroleum Products,,,-,"71,228","44,695","70,088",-69,"3,651",-,600,"181,691","129,419"
,Finished Motor Gasoline,,-,"40,727","18,615","38,273",-69,"3,127",-,19,"94,400","39,112"
,,Reformulated,-,"24,037","8,621","5,896","-1,334",796,-,16,"36,408","11,556"
,,Conventional,-,"16,690","9,994","32,377","1,265","2,331",-,3,"57,992","27,556"
,Finished Aviation Gasoline,,-,0,76,64,-,-11,-,0,151,68
,Kerosene-Type Jet Fuel,,-,"3,251","2,678","11,660",-,89,-,27,"17,473","8,877"
,Kerosene,,-,138,158,23,-,14,-,1,304,"2,159"
,Distillate Fuel Oile,,-,"15,371","6,845","17,364",-,543,-,3,"39,034","60,212"
,,15 ppm sulfur and under,-,0,260,0,-,-33,-,0,293,513
,,Greater than 15 ppm to 500 ppm sulfur,-,"9,326","2,841","11,896",-,-779,-,2,"24,840","18,573"
,,Greater than 500 ppm sulfur,-,"6,045","3,744","5,468",-,"1,355",-,1,"13,901","41,126"
,Residual Fuel Oilf,,-,"3,246","13,332","1,285",-,-536,-,241,"18,158","11,342"
,,Less than 0.31 percent sulfur,-,"1,338","1,460",165,-,-717,-,-,-,"1,854"
,,0.31 to 1.00 percent sulfur,-,"2,301","5,754",0,-,385,-,-,-,"4,516"
,,Greater than 1.00 percent sulfur,-,-393,"6,118","1,120",-,-204,-,-,-,"4,972"
,Petrochemical Feedstocks,,-,332,459,39,-,-13,-,-,843,426
,,Naphtha for Petro. Feed. Use,-,332,455,69,-,-13,-,-,869,426
,,Other Oils for Petro. Feed. Use,-,0,4,-30,-,0,-,-,-26,0
,Special Naphthas,,-,48,178,7,-,-6,-,5,234,63
,Lubricants,,-,500,37,536,-,-134,-,134,"1,073","1,685"
,Waxes,,-,5,57,0,-,-17,-,42,37,154
,Petroleum Coke,,-,"1,553",692,-,-,19,-,8,"2,218",158
,,Marketable,-,562,692,-,-,19,-,8,"1,227",158
,,Catalyst,-,991,-,-,-,-,-,-,991,-
,Asphalt and Road Oil,,-,"3,872","1,568",835,-,576,-,111,"5,588","5,041"
,Still Gas,,-,"2,141",-,-,-,-,-,-,"2,141",-
,Miscellaneous Products,,-,44,0,2,-,0,-,7,39,122
Total,,,"1,103","71,618","113,994","73,227","3,569","6,356","69,108","1,020","187,027","178,100"
