"Table 9.  PAD District 4 -- Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products,  2005",,,,,,,,,,,,
,,      (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd, Ending Stocks 
Crude Oil,,,"123,956",  - ,"121,020","-30,121","-8,995","1,682","203,772",405,0,"14,054"
Natural Gas Liquids and LRGs,,,"73,658","1,440","3,472","-57,868",  - ,-58,"5,735",609,"14,416","1,553"
,Pentanes Plus,,"10,806",  - ,221,"-6,250",  - ,0,"2,325",423,"2,029",171
,Liquefied Petroleum Gases,,"62,852","1,440","3,251","-51,618",  - ,-58,"3,410",185,"12,388","1,382"
,,Ethane/Ethylene,"29,950",0,0,"-27,892",  - ,-9,0,0,"2,067",323
,,Propane/Propylene,"20,635","2,967","2,659","-14,248",  - ,-139,0,12,"12,140",530
,,Normal Butane/Butylene,"8,662",-745,592,"-5,609",  - ,96,"1,894",173,737,371
,,Isobutane/Isobutylene,"3,605",-782,0,"-3,869",  - ,-6,"1,516",0,"-2,556",158
Other Liquids,,,  - ,  - ,2,0,"5,657",-24,"5,928",13,-258,"4,674"
,Other Hydrocarbons/Oxygenates,,  - ,  - ,2,0,"2,648",-16,"2,653",13,0,89
,Unfinished Oils,,  - ,  - ,0,0,  - ,415,-157,0,-258,"3,005"
,Motor Gasoline Blend. Comp. (MGBC),,  - ,  - ,0,0,"3,009",-423,"3,432",0,0,"1,580"
,,Reformulated,  - ,  - ,0,0,0,0,0,0,0,0
,,Conventional,  - ,  - ,0,0,"3,009",-423,"3,432",0,0,"1,580"
,Aviation Gasoline Blend. Comp.,,  - ,  - ,0,0,  - ,0,0,0,0,0
Finished Petroleum Products,,,  - ,"221,484","2,944","-1,125","-2,908",-542,  - ,386,"220,496","10,096"
,Finished Motor Gasoline,,  - ,"105,514",60,"-1,819","-2,908",-325,  - ,1,"101,116","4,336"
,,Reformulated,  - ,0,0,0,0,0,  - ,0,0,0
,,Conventional,  - ,"105,514",60,"-1,819","-2,908",-325,  - ,1,"101,116","4,336"
,Finished Aviation Gasoline,,  - ,110,20,0,  - ,-22,  - ,0,152,33
,Kerosene-Type Jet Fuel,,  - ,"10,962",162,"2,895",  - ,120,  - ,6,"13,893",684
,Kerosene,,  - ,561,0,-221,  - ,19,  - ,0,321,76
,Distillate Fuel Oil,,  - ,"62,374","2,298","-1,980",  - ,-396,  - ,1,"63,087","2,886"
,,15 ppm sulfur and under,  - ,0,0,0,  - ,0,  - ,0,0,0
,,Greater than 15 ppm to 500 ppm sulfur,  - ,"52,534","2,145","-1,823",  - ,-309,  - ,1,"53,164","2,361"
,,Greater than 500 ppm sulfur,  - ,"9,840",153,-157,  - ,-87,  - ,0,"9,923",525
,Residual Fuel Oile,,  - ,"5,536",0,0,  - ,-87,  - ,27,"5,596",254
,,Less than 0.31 percent sulfur,  - ,526,0,0,  - ,-5,  - ,  - ,  - ,9
,,0.31 to 1.00 percent sulfur,  - ,"1,511",0,0,  - ,-48,  - ,  - ,  - ,60
,,Greater than 1.00 percent sulfur,  - ,"3,499",0,0,  - ,-34,  - ,  - ,  - ,185
,Petrochemical Feedstocks,,  - ,267,0,0,  - ,0,  - ,  - ,267,0
,,Naphtha for Petro. Feed. Use,  - ,0,0,0,  - ,0,  - ,  - ,0,0
,,Other Oils for Petro. Feed. Use,  - ,267,0,0,  - ,0,  - ,  - ,267,0
,Special Naphthas,,  - ,-1,0,0,  - ,-1,  - ,3,-3,3
,Lubricants,,  - ,0,0,0,  - ,0,  - ,156,-156,0
,Waxes,,  - ,884,0,0,  - ,-5,  - ,5,884,26
,Petroleum Coke,,  - ,"6,711",0,  - ,  - ,33,  - ,22,"6,656",91
,,Marketable,  - ,"4,059",0,  - ,  - ,33,  - ,22,"4,004",91
,,Catalyst,  - ,"2,652",  - ,  - ,  - ,  - ,  - ,  - ,"2,652",  - 
,Asphalt and Road Oil,,  - ,"19,445",404,0,  - ,151,  - ,166,"19,532","1,702"
,Still Gas,,  - ,"8,280",  - ,  - ,  - ,  - ,  - ,  - ,"8,280",  - 
,Miscellaneous Products,,  - ,841,0,0,  - ,-29,  - ,0,870,5
Total,,,"197,614","222,924","127,438","-89,114","-6,247","1,058","215,435","1,413","234,654","30,377"
