"Table 4.  PAD District 1 -- Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  2005",,,,,,,,,,,
,,      (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,23,0,"1,605",9,0,1,"1,627",9,0
Natural Gas Liquids and LRGs,,,17,41,64,101,  - ,-4,5,3,220
,Pentanes Plus,,3,  - ,0,0,  - ,0,0,0,3
,Liquefied Petroleum Gases,,14,41,64,101,  - ,-4,5,3,217
,,Ethane/Ethylene,0,0,0,0,  - ,0,0,0,1
,,Propane/Propylene,9,47,56,99,  - ,-4,0,1,214
,,Normal Butane/Butylene,3,-2,6,2,  - ,0,1,2,6
,,Isobutane/Isobutylene,2,-4,2,0,  - ,0,3,0,-4
Other Liquids,,,  - ,  - ,526,17,25,-7,542,6,28
,Other Hydrocarbons/Oxygenates,,  - ,  - ,32,0,55,-2,86,3,0
,Unfinished Oils,,  - ,  - ,110,0,  - ,0,86,0,23
,Motor Gasoline Blend. Comp. (MGBC),,  - ,  - ,384,17,-30,-6,374,2,0
,,Reformulated,  - ,  - ,81,11,32,-2,126,0,0
,,Conventional,  - ,  - ,303,6,-62,-4,248,2,0
,Aviation Gasoline Blend. Comp.,,  - ,  - ,0,0,  - ,0,-5,0,5
Finished Petroleum Products,,,  - ,"2,218","1,411","2,698",30,4,  - ,56,"6,298"
,Finished Motor Gasoline,,  - ,"1,263",539,"1,455",30,-17,  - ,7,"3,297"
,,Reformulated,  - ,791,233,257,-32,-7,  - ,1,"1,256"
,,Conventional,  - ,471,305,"1,198",62,-10,  - ,5,"2,041"
,Finished Aviation Gasoline,,  - ,0,2,3,  - ,0,  - ,0,5
,Kerosene-Type Jet Fuel,,  - ,97,100,475,  - ,0,  - ,6,665
,Kerosene,,  - ,11,7,1,  - ,1,  - ,0,18
,Distillate Fuel Oile,,  - ,494,291,673,  - ,23,  - ,3,"1,432"
,,15 ppm sulfur and under,  - ,0,2,1,  - ,1,  - ,0,2
,,Greater than 15 ppm to 500 ppm sulfur,  - ,280,124,439,  - ,6,  - ,1,835
,,Greater than 500 ppm sulfur,  - ,214,165,234,  - ,16,  - ,2,595
,Residual Fuel Oilf,,  - ,107,403,46,  - ,-7,  - ,19,544
,,Less than 0.31 percent sulfur,  - ,48,78,11,  - ,1,  - ,  - ,  - 
,,0.31 to 1.00 percent sulfur,  - ,57,134,6,  - ,-4,  - ,  - ,  - 
,,Greater than 1.00 percent sulfur,  - ,2,191,29,  - ,-4,  - ,  - ,  - 
,Petrochemical Feedstocks,,  - ,13,4,2,  - ,0,  - ,  - ,18
,,Naphtha for Petro. Feed. Use,  - ,13,4,3,  - ,0,  - ,  - ,19
,,Other Oils for Petro. Feed. Use,  - ,0,0,-1,  - ,0,  - ,  - ,-1
,Special Naphthas,,  - ,1,7,0,  - ,0,  - ,0,9
,Lubricants,,  - ,17,2,21,  - ,0,  - ,4,36
,Waxes,,  - ,0,1,0,  - ,0,  - ,2,0
,Petroleum Coke,,  - ,49,18,  - ,  - ,0,  - ,12,56
,,Marketable,  - ,17,18,  - ,  - ,0,  - ,12,24
,,Catalyst,  - ,32,  - ,  - ,  - ,  - ,  - ,  - ,32
,Asphalt and Road Oil,,  - ,98,37,23,  - ,4,  - ,3,151
,Still Gas,,  - ,66,  - ,  - ,  - ,  - ,  - ,  - ,66
,Miscellaneous Products,,  - ,2,0,0,  - ,0,  - ,0,1
Total,,,40,"2,260","3,606","2,826",55,-5,"2,173",73,"6,546"
