"Table 1.  U.S. Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products,  2005",,,,,,,,,,,
,,   (Thousand Barrels),,,,,,,,,
Commodity,,,Supply,,,,Disposition,,,,
,,,Field Production,Refinery and Blender Net Production,Imports ,Adjust-mentsa,Stock Changeb,Refinery and Blender Net Inputs,Exports,Products Suppliedc, Ending Stocks 
Crude Oil,,,"1,890,106",  - ,"3,695,971","27,781","46,907","5,555,332","11,619",0,"1,008,248"
,Commercial,,"1,890,106",  - ,"3,677,082",  - ,"37,963",  - ,"11,619",  - ,"323,704"
,,Alaskan,"315,420",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
,,Lower 48 States,"1,574,686",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
,Strategic Petroleum Reserve (SPR),,  - ,  - ,"18,889",  - ,"8,944",  - ,  - ,  - ,"684,544"
,,Imports by SPR,  - ,  - ,0,  - ,  - ,  - ,  - ,  - ,  - 
,,Imports into SPR by Others,  - ,  - ,"18,889",  - ,  - ,  - ,  - ,  - ,  - 
Natural Gas Liquids and LRGs,,,"626,703","209,029","136,673",  - ,"6,327","161,037","21,733","783,308","117,412"
,Pentanes Plus,,"97,218",  - ,"17,018",  - ,765,"68,600","2,395","42,476","8,050"
,Liquefied Petroleum Gases,,"529,485","209,029","119,655",  - ,"5,562","92,437","19,338","740,832","109,362"
,,Ethane/Ethylene,"236,885","7,265",231,  - ,"3,589",0,0,"240,792","24,672"
,,Propane/Propylene,"182,236","197,256","85,108",  - ,"2,232",0,"13,683","448,685","57,231"
,,Normal Butane/Butylene,"48,862","15,589","24,099",  - ,-739,"43,407","5,655","40,227","20,867"
,,Isobutane/Isobutylene,"61,502","-11,081","10,217",  - ,480,"49,030",0,"11,128","6,592"
Other Liquids,,,  - ,  - ,"415,548","30,168",748,"419,515","23,326","2,127","167,277"
,Other Hydrocarbons/Oxygenates,,  - ,  - ,"16,724","146,970","-1,771","150,284","15,181",0,"8,844"
,Unfinished Oils,,  - ,  - ,"212,552",  - ,"4,343","207,731",0,478,"85,723"
,Motor Gasoline Blend. Comp. (MGBC),,  - ,  - ,"186,272","-116,802","-1,877","63,202","8,145",0,"72,520"
,,Reformulated,  - ,  - ,"32,944","13,629",-139,"46,712",0,0,"24,893"
,,Conventional,  - ,  - ,"153,328","-130,431","-1,738","16,490","8,145",0,"47,627"
,Aviation Gasoline Blend. Comp.,,  - ,  - ,0,  - ,53,"-1,702",0,"1,649",190
Finished Petroleum Products,,,  - ,"6,287,986","757,349","129,348","-1,183",  - ,"368,513","6,807,354","404,667"
,Finished Motor Gasoline,,  - ,"3,035,889","219,971","129,348","-7,396",  - ,"49,473","3,343,131","135,808"
,,Reformulated,  - ,"1,057,896","87,124","-12,088","-4,765",  - ,"4,694","1,132,692","20,037"
,,Conventional,  - ,"1,977,993","132,847","141,436","-2,631",  - ,"44,779","2,210,440","115,771"
,Finished Aviation Gasoline,,  - ,"6,167",713,  - ,-126,  - ,0,"7,006","1,217"
,Kerosene-Type Jet Fuel,,  - ,"564,226","69,463",  - ,"1,655",  - ,"19,203","612,831","41,741"
,Kerosene,,  - ,"23,933","2,539",  - ,207,  - ,785,"25,480","5,092"
,Distillate Fuel Oild,,  - ,"1,443,348","120,009",  - ,"9,750",  - ,"50,533","1,503,074","136,022"
,,15 ppm sulfur and under,  - ,"8,456","1,474",  - ,521,  - ,0,"9,409","1,792"
,,Greater than 15 ppm to 500 ppm sulfur,  - ,"1,061,935","55,319",  - ,"1,677",  - ,"14,344","1,101,233","77,143"
,,Greater than 500 ppm sulfur,  - ,"372,957","63,216",  - ,"7,552",  - ,"36,188","392,433","57,087"
,Residual Fuel Oile,,  - ,"229,074","193,294",  - ,"-4,976",  - ,"91,553","335,791","37,387"
,,Less than 0.31 percent sulfur,  - ,"27,649","33,824",  - ,265,  - ,  - ,  - ,"5,931"
,,0.31 to 1.00 percent sulfur,  - ,"51,843","63,872",  - ,"-2,818",  - ,  - ,  - ,"11,649"
,,Greater than 1.00 percent sulfur,  - ,"149,582","95,598",  - ,"-2,313",  - ,  - ,  - ,"19,632"
,Petrochemical Feedstocks,,  - ,"141,948","113,157",  - ,433,  - ,  - ,"254,672","3,431"
,,Naphtha for Petro. Feed. Use,  - ,"78,286","55,114",  - ,270,  - ,  - ,"133,130","1,955"
,,Other Oils for Petro. Feed. Use,  - ,"63,662","58,043",  - ,163,  - ,  - ,"121,542","1,476"
,Special Naphthas,,  - ,"14,009","5,268",  - ,-276,  - ,"7,641","11,912","1,524"
,Lubricants,,  - ,"61,238","4,092",  - ,-715,  - ,"14,684","51,361","9,653"
,Waxes,,  - ,"5,808","1,471",  - ,-91,  - ,"1,705","5,665",549
,Petroleum Coke,,  - ,"304,730","11,724",  - ,"1,583",  - ,"126,819","188,052","9,766"
,,Marketable,  - ,"217,502","11,724",  - ,"1,583",  - ,"126,819","100,824","9,766"
,,Catalyst,  - ,"87,228",  - ,  - ,  - ,  - ,  - ,"87,228",  - 
,Asphalt and Road Oil,,  - ,"186,736","15,582",  - ,"-1,028",  - ,"3,943","199,403","21,047"
,Still Gas,,  - ,"249,514",  - ,  - ,  - ,  - ,  - ,"249,514",  - 
,Miscellaneous Products,,  - ,"21,366",66,  - ,-203,  - ,"2,175","19,460","1,430"
Total,,,"2,516,809","6,497,015","5,005,541","187,297","52,799","6,135,884","425,190","7,592,789","1,697,604"
