"Table 12.  PAD District 5 -- Daily Average Supply and Disposition of Crude Oil and Petroleum Products,  2005",,,,,,,,,,,
,,      (Thousand Barrels per Day),,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd
Crude Oil,,,"1,569",  - ,"1,057",  - ,11,0,"2,638",0,  - 
Natural Gas Liquids and LRGs,,,77,68,2,0,  - ,0,67,19,61
,Pentanes Plus,,37,  - ,0,0,  - ,0,28,1,8
,Liquefied Petroleum Gases,,40,68,2,0,  - ,0,39,18,53
,,Ethane/Ethylene,0,0,0,0,  - ,0,0,0,0
,,Propane/Propylene,13,56,2,0,  - ,0,0,15,56
,,Normal Butane/Butylene,10,22,1,0,  - ,0,25,3,4
,,Isobutane/Isobutylene,17,-10,0,0,  - ,-1,13,0,-6
Other Liquids,,,  - ,  - ,102,36,107,6,227,4,9
,Other Hydrocarbons/Oxygenates,,  - ,  - ,7,0,100,1,102,4,0
,Unfinished Oils,,  - ,  - ,59,2,  - ,3,49,0,9
,Motor Gasoline Blend. Comp. (MGBC),,  - ,  - ,36,34,8,2,76,0,0
,,Reformulated,  - ,  - ,7,29,21,0,58,0,0
,,Conventional,  - ,  - ,30,5,-14,2,18,0,0
,Aviation Gasoline Blend. Comp.,,  - ,  - ,0,0,  - ,0,0,0,0
Finished Petroleum Products,,,  - ,"3,044",160,108,-4,-4,  - ,220,"3,092"
,Finished Motor Gasoline,,  - ,"1,516",24,93,-4,-2,  - ,9,"1,621"
,,Reformulated,  - ,"1,114",0,26,-21,1,  - ,3,"1,115"
,,Conventional,  - ,402,24,67,17,-2,  - ,6,506
,Finished Aviation Gasoline,,  - ,2,0,1,  - ,0,  - ,0,3
,Kerosene-Type Jet Fuel,,  - ,436,73,5,  - ,0,  - ,21,494
,Kerosene,,  - ,0,0,0,  - ,0,  - ,0,0
,Distillate Fuel Oil,,  - ,547,16,10,  - ,1,  - ,20,552
,,15 ppm sulfur and under,  - ,12,2,0,  - ,1,  - ,0,13
,,Greater than 15 ppm to 500 ppm sulfur,  - ,443,9,10,  - ,0,  - ,8,455
,,Greater than 500 ppm sulfur,  - ,92,5,0,  - ,1,  - ,13,84
,Residual Fuel Oile,,  - ,156,43,0,  - ,-5,  - ,52,151
,,Less than 0.31 percent sulfur,  - ,7,7,0,  - ,0,  - ,  - ,  - 
,,0.31 to 1.00 percent sulfur,  - ,46,3,0,  - ,-2,  - ,  - ,  - 
,,Greater than 1.00 percent sulfur,  - ,103,32,0,  - ,-2,  - ,  - ,  - 
,Petrochemical Feedstocks,,  - ,10,0,0,  - ,0,  - ,  - ,10
,,Naphtha for Petro. Feed. Use,  - ,0,0,0,  - ,0,  - ,  - ,0
,,Other Oils for Petro. Feed. Use,  - ,10,0,0,  - ,0,  - ,  - ,10
,Special Naphthas,,  - ,1,1,0,  - ,0,  - ,12,-10
,Lubricants,,  - ,19,1,-1,  - ,-1,  - ,3,16
,Waxes,,  - ,0,1,0,  - ,0,  - ,0,0
,Petroleum Coke,,  - ,167,1,  - ,  - ,3,  - ,98,66
,,Marketable,  - ,128,1,  - ,  - ,3,  - ,98,26
,,Catalyst,  - ,39,  - ,  - ,  - ,  - ,  - ,  - ,39
,Asphalt and Road Oil,,  - ,45,1,0,  - ,-1,  - ,2,46
,Still Gas,,  - ,137,  - ,  - ,  - ,  - ,  - ,  - ,137
,Miscellaneous Products,,  - ,8,0,0,  - ,0,  - ,0,7
Total,,,"1,646","3,113","1,322",144,114,2,"2,932",243,"3,162"
